school,person,round,proposal,value,vote,cutoff.12,cutoff.23,sd.logit
1,102,19,1,23,1,34.3649996362578,61.9449997982081,0.870599718584839
1,102,20,1,85,3,34.3649996362578,61.9449997982081,0.870599718584839
1,102,21,1,4,1,34.3649996362578,61.9449997982081,0.870599718584839
1,102,22,1,53,2,34.3649996362578,61.9449997982081,0.870599718584839
1,102,23,1,93,3,34.3649996362578,61.9449997982081,0.870599718584839
1,102,24,1,75,3,34.3649996362578,61.9449997982081,0.870599718584839
1,102,25,1,55,2,34.3649996362578,61.9449997982081,0.870599718584839
1,102,26,1,91,3,34.3649996362578,61.9449997982081,0.870599718584839
1,102,27,1,31,1,34.3649996362578,61.9449997982081,0.870599718584839
1,102,28,1,76,3,34.3649996362578,61.9449997982081,0.870599718584839
1,102,29,1,57,2,34.3649996362578,61.9449997982081,0.870599718584839
1,102,30,1,42,2,34.3649996362578,61.9449997982081,0.870599718584839
1,103,1,1,33,1,37.7449996688303,63.08,0.740499939230247
1,103,2,1,82,3,37.7449996688303,63.08,0.740499939230247
1,103,3,1,92,3,37.7449996688303,63.08,0.740499939230247
1,103,4,1,17,1,37.7449996688303,63.08,0.740499939230247
1,103,5,1,52,2,37.7449996688303,63.08,0.740499939230247
1,103,6,1,16,1,37.7449996688303,63.08,0.740499939230247
1,103,7,1,70,3,37.7449996688303,63.08,0.740499939230247
1,103,8,1,64,3,37.7449996688303,63.08,0.740499939230247
1,103,9,1,30,1,37.7449996688303,63.08,0.740499939230247
1,103,10,1,32,1,37.7449996688303,63.08,0.740499939230247
1,103,11,1,32,1,37.7449996688303,63.08,0.740499939230247
1,103,12,1,88,3,37.7449996688303,63.08,0.740499939230247
1,103,13,1,12,1,37.7449996688303,63.08,0.740499939230247
1,103,14,1,30,1,37.7449996688303,63.08,0.740499939230247
1,103,15,1,83,3,37.7449996688303,63.08,0.740499939230247
1,103,16,1,43,2,37.7449996688303,63.08,0.740499939230247
1,103,17,1,44,2,37.7449996688303,63.08,0.740499939230247
1,103,18,1,12,1,37.7449996688303,63.08,0.740499939230247
1,103,19,1,19,1,37.7449996688303,63.08,0.740499939230247
1,103,20,1,52,2,37.7449996688303,63.08,0.740499939230247
1,103,21,1,42,2,37.7449996688303,63.08,0.740499939230247
1,103,22,1,92,3,37.7449996688303,63.08,0.740499939230247
1,103,23,1,79,3,37.7449996688303,63.08,0.740499939230247
1,103,24,1,23,1,37.7449996688303,63.08,0.740499939230247
1,103,25,1,85,3,37.7449996688303,63.08,0.740499939230247
1,103,26,1,5,1,37.7449996688303,63.08,0.740499939230247
1,103,27,1,96,3,37.7449996688303,63.08,0.740499939230247
1,103,28,1,91,3,37.7449996688303,63.08,0.740499939230247
1,103,29,1,62,2,37.7449996688303,63.08,0.740499939230247
1,103,30,1,48,2,37.7449996688303,63.08,0.740499939230247
1,104,1,1,32,2,28.79,66.28,1.21949907749043
1,104,2,1,46,2,28.79,66.28,1.21949907749043
1,104,3,1,69,3,28.79,66.28,1.21949907749043
1,104,4,1,67,3,28.79,66.28,1.21949907749043
1,104,5,1,19,1,28.79,66.28,1.21949907749043
1,104,6,1,8,1,28.79,66.28,1.21949907749043
1,104,7,1,31,2,28.79,66.28,1.21949907749043
1,104,8,1,1,1,28.79,66.28,1.21949907749043
1,104,9,1,73,3,28.79,66.28,1.21949907749043
1,104,10,1,58,2,28.79,66.28,1.21949907749043
1,104,11,1,10,1,28.79,66.28,1.21949907749043
1,104,12,1,66,2,28.79,66.28,1.21949907749043
1,104,13,1,17,1,28.79,66.28,1.21949907749043
1,104,14,1,60,2,28.79,66.28,1.21949907749043
1,104,15,1,21,1,28.79,66.28,1.21949907749043
1,104,16,1,98,3,28.79,66.28,1.21949907749043
1,104,17,1,88,3,28.79,66.28,1.21949907749043
1,104,18,1,75,3,28.79,66.28,1.21949907749043
1,104,19,1,8,1,28.79,66.28,1.21949907749043
1,104,20,1,7,1,28.79,66.28,1.21949907749043
1,104,21,1,15,1,28.79,66.28,1.21949907749043
1,104,22,1,11,1,28.79,66.28,1.21949907749043
1,104,23,1,18,1,28.79,66.28,1.21949907749043
1,104,24,1,77,3,28.79,66.28,1.21949907749043
1,104,25,1,94,3,28.79,66.28,1.21949907749043
1,104,26,1,15,1,28.79,66.28,1.21949907749043
1,104,27,1,59,2,28.79,66.28,1.21949907749043
1,104,28,1,26,1,28.79,66.28,1.21949907749043
1,104,29,1,72,3,28.79,66.28,1.21949907749043
1,104,30,1,1,1,28.79,66.28,1.21949907749043
1,105,1,1,82,3,49.9549997497748,79.069999367649,8.21949876817316
1,105,2,1,55,2,49.9549997497748,79.069999367649,8.21949876817316
1,105,3,1,10,1,49.9549997497748,79.069999367649,8.21949876817316
1,105,4,1,16,1,49.9549997497748,79.069999367649,8.21949876817316
1,105,5,1,24,1,49.9549997497748,79.069999367649,8.21949876817316
1,105,6,1,11,1,49.9549997497748,79.069999367649,8.21949876817316
1,105,7,1,42,2,49.9549997497748,79.069999367649,8.21949876817316
1,105,8,1,62,2,49.9549997497748,79.069999367649,8.21949876817316
1,105,9,1,96,3,49.9549997497748,79.069999367649,8.21949876817316
1,105,10,1,83,2,49.9549997497748,79.069999367649,8.21949876817316
1,105,11,1,33,1,49.9549997497748,79.069999367649,8.21949876817316
1,105,12,1,43,1,49.9549997497748,79.069999367649,8.21949876817316
1,105,13,1,44,2,49.9549997497748,79.069999367649,8.21949876817316
1,105,14,1,99,3,49.9549997497748,79.069999367649,8.21949876817316
1,105,15,1,19,1,49.9549997497748,79.069999367649,8.21949876817316
1,105,16,1,71,2,49.9549997497748,79.069999367649,8.21949876817316
1,105,17,1,31,1,49.9549997497748,79.069999367649,8.21949876817316
1,105,18,1,75,2,49.9549997497748,79.069999367649,8.21949876817316
1,105,19,1,69,2,49.9549997497748,79.069999367649,8.21949876817316
1,105,20,1,48,1,49.9549997497748,79.069999367649,8.21949876817316
1,105,21,1,23,1,49.9549997497748,79.069999367649,8.21949876817316
1,105,22,1,4,1,49.9549997497748,79.069999367649,8.21949876817316
1,105,23,1,7,1,49.9549997497748,79.069999367649,8.21949876817316
1,105,24,1,43,1,49.9549997497748,79.069999367649,8.21949876817316
1,105,25,1,21,1,49.9549997497748,79.069999367649,8.21949876817316
1,105,26,1,84,3,49.9549997497748,79.069999367649,8.21949876817316
1,105,27,1,70,1,49.9549997497748,79.069999367649,8.21949876817316
1,105,28,1,65,1,49.9549997497748,79.069999367649,8.21949876817316
1,105,29,1,5,1,49.9549997497748,79.069999367649,8.21949876817316
1,105,30,1,24,1,49.9549997497748,79.069999367649,8.21949876817316
1,106,1,1,71,3,45.6349997260874,66.254999811335,4.40499818388158
1,106,2,1,10,1,45.6349997260874,66.254999811335,4.40499818388158
1,106,3,1,55,3,45.6349997260874,66.254999811335,4.40499818388158
1,106,4,1,30,1,45.6349997260874,66.254999811335,4.40499818388158
1,106,5,1,9,1,45.6349997260874,66.254999811335,4.40499818388158
1,106,6,1,69,3,45.6349997260874,66.254999811335,4.40499818388158
1,106,7,1,56,2,45.6349997260874,66.254999811335,4.40499818388158
1,106,8,1,40,1,45.6349997260874,66.254999811335,4.40499818388158
1,106,9,1,19,1,45.6349997260874,66.254999811335,4.40499818388158
1,106,10,1,82,3,45.6349997260874,66.254999811335,4.40499818388158
1,106,11,1,66,2,45.6349997260874,66.254999811335,4.40499818388158
1,106,12,1,66,2,45.6349997260874,66.254999811335,4.40499818388158
1,106,13,1,98,3,45.6349997260874,66.254999811335,4.40499818388158
1,106,14,1,35,1,45.6349997260874,66.254999811335,4.40499818388158
1,106,15,1,46,1,45.6349997260874,66.254999811335,4.40499818388158
1,106,16,1,9,1,45.6349997260874,66.254999811335,4.40499818388158
1,106,17,1,66,2,45.6349997260874,66.254999811335,4.40499818388158
1,106,18,1,82,3,45.6349997260874,66.254999811335,4.40499818388158
1,106,19,1,72,3,45.6349997260874,66.254999811335,4.40499818388158
1,106,20,1,52,2,45.6349997260874,66.254999811335,4.40499818388158
1,106,21,1,23,1,45.6349997260874,66.254999811335,4.40499818388158
1,106,22,1,33,1,45.6349997260874,66.254999811335,4.40499818388158
1,106,23,1,84,3,45.6349997260874,66.254999811335,4.40499818388158
1,106,24,1,41,1,45.6349997260874,66.254999811335,4.40499818388158
1,106,25,1,37,1,45.6349997260874,66.254999811335,4.40499818388158
1,106,26,1,43,2,45.6349997260874,66.254999811335,4.40499818388158
1,106,27,1,4,1,45.6349997260874,66.254999811335,4.40499818388158
1,106,28,1,16,1,45.6349997260874,66.254999811335,4.40499818388158
1,106,29,1,100,3,45.6349997260874,66.254999811335,4.40499818388158
1,106,30,1,78,3,45.6349997260874,66.254999811335,4.40499818388158
1,107,1,1,29,1,33.9549996318657,82.22,2.84199366642503
1,107,2,1,25,1,33.9549996318657,82.22,2.84199366642503
1,107,3,1,45,2,33.9549996318657,82.22,2.84199366642503
1,107,4,1,99,3,33.9549996318657,82.22,2.84199366642503
1,107,5,1,86,3,33.9549996318657,82.22,2.84199366642503
1,107,6,1,32,2,33.9549996318657,82.22,2.84199366642503
1,107,7,1,22,1,33.9549996318657,82.22,2.84199366642503
1,107,8,1,74,2,33.9549996318657,82.22,2.84199366642503
1,107,9,1,62,2,33.9549996318657,82.22,2.84199366642503
1,107,10,1,35,1,33.9549996318657,82.22,2.84199366642503
1,107,11,1,80,2,33.9549996318657,82.22,2.84199366642503
1,107,12,1,94,3,33.9549996318657,82.22,2.84199366642503
1,107,13,1,15,1,33.9549996318657,82.22,2.84199366642503
1,107,14,1,70,2,33.9549996318657,82.22,2.84199366642503
1,107,15,1,76,2,33.9549996318657,82.22,2.84199366642503
1,107,16,1,68,2,33.9549996318657,82.22,2.84199366642503
1,107,17,1,87,3,33.9549996318657,82.22,2.84199366642503
1,107,18,1,4,1,33.9549996318657,82.22,2.84199366642503
1,107,19,1,63,2,33.9549996318657,82.22,2.84199366642503
1,107,20,1,99,3,33.9549996318657,82.22,2.84199366642503
1,107,21,1,33,1,33.9549996318657,82.22,2.84199366642503
1,107,22,1,22,1,33.9549996318657,82.22,2.84199366642503
1,107,23,1,62,2,33.9549996318657,82.22,2.84199366642503
1,107,24,1,91,3,33.9549996318657,82.22,2.84199366642503
1,107,25,1,49,2,33.9549996318657,82.22,2.84199366642503
1,107,26,1,93,3,33.9549996318657,82.22,2.84199366642503
1,107,27,1,7,1,33.9549996318657,82.22,2.84199366642503
1,107,28,1,33,2,33.9549996318657,82.22,2.84199366642503
1,107,29,1,81,2,33.9549996318657,82.22,2.84199366642503
1,107,30,1,62,2,33.9549996318657,82.22,2.84199366642503
1,108,1,1,61,2,33.1149996225275,61.4649997966323,1.22549500202979
1,108,2,1,37,2,33.1149996225275,61.4649997966323,1.22549500202979
1,108,3,1,17,1,33.1149996225275,61.4649997966323,1.22549500202979
1,108,4,1,89,3,33.1149996225275,61.4649997966323,1.22549500202979
1,108,5,1,18,1,33.1149996225275,61.4649997966323,1.22549500202979
1,108,6,1,25,1,33.1149996225275,61.4649997966323,1.22549500202979
1,108,7,1,2,1,33.1149996225275,61.4649997966323,1.22549500202979
1,108,8,1,8,1,33.1149996225275,61.4649997966323,1.22549500202979
1,108,9,1,46,2,33.1149996225275,61.4649997966323,1.22549500202979
1,108,10,1,32,1,33.1149996225275,61.4649997966323,1.22549500202979
1,108,11,1,66,3,33.1149996225275,61.4649997966323,1.22549500202979
1,108,12,1,97,3,33.1149996225275,61.4649997966323,1.22549500202979
1,108,13,1,75,3,33.1149996225275,61.4649997966323,1.22549500202979
1,108,14,1,2,1,33.1149996225275,61.4649997966323,1.22549500202979
1,108,15,1,16,1,33.1149996225275,61.4649997966323,1.22549500202979
1,108,16,1,78,3,33.1149996225275,61.4649997966323,1.22549500202979
1,108,17,1,32,1,33.1149996225275,61.4649997966323,1.22549500202979
1,108,18,1,33,2,33.1149996225275,61.4649997966323,1.22549500202979
1,108,19,1,78,3,33.1149996225275,61.4649997966323,1.22549500202979
1,108,20,1,72,3,33.1149996225275,61.4649997966323,1.22549500202979
1,108,21,1,32,1,33.1149996225275,61.4649997966323,1.22549500202979
1,108,22,1,40,2,33.1149996225275,61.4649997966323,1.22549500202979
1,108,23,1,10,1,33.1149996225275,61.4649997966323,1.22549500202979
1,108,24,1,13,1,33.1149996225275,61.4649997966323,1.22549500202979
1,108,25,1,18,1,33.1149996225275,61.4649997966323,1.22549500202979
1,108,26,1,47,2,33.1149996225275,61.4649997966323,1.22549500202979
1,108,27,1,62,3,33.1149996225275,61.4649997966323,1.22549500202979
1,108,28,1,36,2,33.1149996225275,61.4649997966323,1.22549500202979
1,108,29,1,28,1,33.1149996225275,61.4649997966323,1.22549500202979
1,108,30,1,5,1,33.1149996225275,61.4649997966323,1.22549500202979
1,109,1,1,42,1,57.984999784427,76.0149998355587,0.933449291606138
1,109,2,1,30,1,57.984999784427,76.0149998355587,0.933449291606138
1,109,3,1,46,1,57.984999784427,76.0149998355587,0.933449291606138
1,109,4,1,18,1,57.984999784427,76.0149998355587,0.933449291606138
1,109,5,1,84,3,57.984999784427,76.0149998355587,0.933449291606138
1,109,6,1,50,1,57.984999784427,76.0149998355587,0.933449291606138
1,109,7,1,13,1,57.984999784427,76.0149998355587,0.933449291606138
1,109,8,1,8,1,57.984999784427,76.0149998355587,0.933449291606138
1,109,9,1,70,2,57.984999784427,76.0149998355587,0.933449291606138
1,109,10,1,19,1,57.984999784427,76.0149998355587,0.933449291606138
1,109,11,1,73,2,57.984999784427,76.0149998355587,0.933449291606138
1,109,12,1,85,3,57.984999784427,76.0149998355587,0.933449291606138
1,109,13,1,80,3,57.984999784427,76.0149998355587,0.933449291606138
1,109,14,1,50,1,57.984999784427,76.0149998355587,0.933449291606138
1,109,15,1,41,1,57.984999784427,76.0149998355587,0.933449291606138
1,109,16,1,99,3,57.984999784427,76.0149998355587,0.933449291606138
1,109,17,1,4,1,57.984999784427,76.0149998355587,0.933449291606138
1,109,18,1,64,2,57.984999784427,76.0149998355587,0.933449291606138
1,109,19,1,30,1,57.984999784427,76.0149998355587,0.933449291606138
1,109,20,1,46,1,57.984999784427,76.0149998355587,0.933449291606138
1,109,21,1,41,1,57.984999784427,76.0149998355587,0.933449291606138
1,109,22,1,48,1,57.984999784427,76.0149998355587,0.933449291606138
1,109,23,1,36,1,57.984999784427,76.0149998355587,0.933449291606138
1,109,24,1,13,1,57.984999784427,76.0149998355587,0.933449291606138
1,109,25,1,51,1,57.984999784427,76.0149998355587,0.933449291606138
1,109,26,1,55,1,57.984999784427,76.0149998355587,0.933449291606138
1,109,27,1,15,1,57.984999784427,76.0149998355587,0.933449291606138
1,109,28,1,90,3,57.984999784427,76.0149998355587,0.933449291606138
1,109,29,1,90,3,57.984999784427,76.0149998355587,0.933449291606138
1,109,30,1,25,1,57.984999784427,76.0149998355587,0.933449291606138
1,110,1,1,8,1,18.7199973290596,73.3499993183367,9.37499951999999
1,110,2,1,14,2,18.7199973290596,73.3499993183367,9.37499951999999
1,110,3,1,39,1,18.7199973290596,73.3499993183367,9.37499951999999
1,110,4,1,79,3,18.7199973290596,73.3499993183367,9.37499951999999
1,110,5,1,94,3,18.7199973290596,73.3499993183367,9.37499951999999
1,110,6,1,97,3,18.7199973290596,73.3499993183367,9.37499951999999
1,110,7,1,62,2,18.7199973290596,73.3499993183367,9.37499951999999
1,110,8,1,31,1,18.7199973290596,73.3499993183367,9.37499951999999
1,110,9,1,5,1,18.7199973290596,73.3499993183367,9.37499951999999
1,110,10,1,63,2,18.7199973290596,73.3499993183367,9.37499951999999
1,110,11,1,6,1,18.7199973290596,73.3499993183367,9.37499951999999
1,110,12,1,2,1,18.7199973290596,73.3499993183367,9.37499951999999
1,110,13,1,53,2,18.7199973290596,73.3499993183367,9.37499951999999
1,110,14,1,59,2,18.7199973290596,73.3499993183367,9.37499951999999
1,110,15,1,54,2,18.7199973290596,73.3499993183367,9.37499951999999
1,110,16,1,8,2,18.7199973290596,73.3499993183367,9.37499951999999
1,110,17,1,21,2,18.7199973290596,73.3499993183367,9.37499951999999
1,110,18,1,92,3,18.7199973290596,73.3499993183367,9.37499951999999
1,110,19,1,10,2,18.7199973290596,73.3499993183367,9.37499951999999
1,110,20,1,31,2,18.7199973290596,73.3499993183367,9.37499951999999
1,110,21,1,81,3,18.7199973290596,73.3499993183367,9.37499951999999
1,110,22,1,44,2,18.7199973290596,73.3499993183367,9.37499951999999
1,110,23,1,88,3,18.7199973290596,73.3499993183367,9.37499951999999
1,110,24,1,4,1,18.7199973290596,73.3499993183367,9.37499951999999
1,110,25,1,16,2,18.7199973290596,73.3499993183367,9.37499951999999
1,110,26,1,77,2,18.7199973290596,73.3499993183367,9.37499951999999
1,110,27,1,94,3,18.7199973290596,73.3499993183367,9.37499951999999
1,110,28,1,77,2,18.7199973290596,73.3499993183367,9.37499951999999
1,110,29,1,27,2,18.7199973290596,73.3499993183367,9.37499951999999
1,110,30,1,73,3,18.7199973290596,73.3499993183367,9.37499951999999
1,111,1,1,57,3,39.48,56.88,7.26349998279067
1,111,2,1,90,3,39.48,56.88,7.26349998279067
1,111,3,1,27,1,39.48,56.88,7.26349998279067
1,111,4,1,21,1,39.48,56.88,7.26349998279067
1,111,5,1,9,1,39.48,56.88,7.26349998279067
1,111,6,1,30,1,39.48,56.88,7.26349998279067
1,111,7,1,7,1,39.48,56.88,7.26349998279067
1,111,8,1,58,3,39.48,56.88,7.26349998279067
1,111,9,1,88,3,39.48,56.88,7.26349998279067
1,111,10,1,26,2,39.48,56.88,7.26349998279067
1,111,11,1,91,3,39.48,56.88,7.26349998279067
1,111,12,1,50,2,39.48,56.88,7.26349998279067
1,111,13,1,78,3,39.48,56.88,7.26349998279067
1,111,14,1,25,1,39.48,56.88,7.26349998279067
1,111,15,1,75,2,39.48,56.88,7.26349998279067
1,111,16,1,26,1,39.48,56.88,7.26349998279067
1,111,17,1,17,1,39.48,56.88,7.26349998279067
1,111,18,1,56,3,39.48,56.88,7.26349998279067
1,111,19,1,66,3,39.48,56.88,7.26349998279067
1,111,20,1,15,1,39.48,56.88,7.26349998279067
1,111,21,1,85,3,39.48,56.88,7.26349998279067
1,111,22,1,98,3,39.48,56.88,7.26349998279067
1,111,23,1,24,1,39.48,56.88,7.26349998279067
1,111,24,1,18,1,39.48,56.88,7.26349998279067
1,111,25,1,58,3,39.48,56.88,7.26349998279067
1,111,26,1,2,1,39.48,56.88,7.26349998279067
1,111,27,1,97,3,39.48,56.88,7.26349998279067
1,111,28,1,23,1,39.48,56.88,7.26349998279067
1,111,29,1,41,1,39.48,56.88,7.26349998279067
1,111,30,1,69,3,39.48,56.88,7.26349998279067
1,112,1,1,79,3,32.4499753466778,76.6949998370167,22.1049994345171
1,112,2,1,90,3,32.4499753466778,76.6949998370167,22.1049994345171
1,112,3,1,6,1,32.4499753466778,76.6949998370167,22.1049994345171
1,112,4,1,40,2,32.4499753466778,76.6949998370167,22.1049994345171
1,112,5,1,2,1,32.4499753466778,76.6949998370167,22.1049994345171
1,112,6,1,78,3,32.4499753466778,76.6949998370167,22.1049994345171
1,112,7,1,20,2,32.4499753466778,76.6949998370167,22.1049994345171
1,112,8,1,26,3,32.4499753466778,76.6949998370167,22.1049994345171
1,112,9,1,92,1,32.4499753466778,76.6949998370167,22.1049994345171
1,112,10,1,12,2,32.4499753466778,76.6949998370167,22.1049994345171
1,112,11,1,47,1,32.4499753466778,76.6949998370167,22.1049994345171
1,112,12,1,84,1,32.4499753466778,76.6949998370167,22.1049994345171
1,112,13,1,74,2,32.4499753466778,76.6949998370167,22.1049994345171
1,112,14,1,52,2,32.4499753466778,76.6949998370167,22.1049994345171
1,112,15,1,31,2,32.4499753466778,76.6949998370167,22.1049994345171
1,112,16,1,10,1,32.4499753466778,76.6949998370167,22.1049994345171
1,112,17,1,12,1,32.4499753466778,76.6949998370167,22.1049994345171
1,112,18,1,46,2,32.4499753466778,76.6949998370167,22.1049994345171
1,112,19,1,11,2,32.4499753466778,76.6949998370167,22.1049994345171
1,112,20,1,84,3,32.4499753466778,76.6949998370167,22.1049994345171
1,112,21,1,92,1,32.4499753466778,76.6949998370167,22.1049994345171
1,112,22,1,86,3,32.4499753466778,76.6949998370167,22.1049994345171
1,112,23,1,56,2,32.4499753466778,76.6949998370167,22.1049994345171
1,112,24,1,63,2,32.4499753466778,76.6949998370167,22.1049994345171
1,112,25,1,64,2,32.4499753466778,76.6949998370167,22.1049994345171
1,112,26,1,36,1,32.4499753466778,76.6949998370167,22.1049994345171
1,112,27,1,12,1,32.4499753466778,76.6949998370167,22.1049994345171
1,112,28,1,3,1,32.4499753466778,76.6949998370167,22.1049994345171
1,112,29,1,56,2,32.4499753466778,76.6949998370167,22.1049994345171
1,112,30,1,41,1,32.4499753466778,76.6949998370167,22.1049994345171
2,601,11,1,2,1,43.2499988439306,82.9349998492796,9.08449888546418
2,601,27,1,3,1,43.2499988439306,82.9349998492796,9.08449888546418
2,601,23,1,8,1,43.2499988439306,82.9349998492796,9.08449888546418
2,601,3,1,10,1,43.2499988439306,82.9349998492796,9.08449888546418
2,601,12,1,10,1,43.2499988439306,82.9349998492796,9.08449888546418
2,601,22,1,10,1,43.2499988439306,82.9349998492796,9.08449888546418
2,601,8,1,15,1,43.2499988439306,82.9349998492796,9.08449888546418
2,601,2,1,16,1,43.2499988439306,82.9349998492796,9.08449888546418
2,601,5,1,22,1,43.2499988439306,82.9349998492796,9.08449888546418
2,601,25,1,24,1,43.2499988439306,82.9349998492796,9.08449888546418
2,601,1,1,26,1,43.2499988439306,82.9349998492796,9.08449888546418
2,601,16,1,28,1,43.2499988439306,82.9349998492796,9.08449888546418
2,601,4,1,43,2,43.2499988439306,82.9349998492796,9.08449888546418
2,601,10,1,48,2,43.2499988439306,82.9349998492796,9.08449888546418
2,601,17,1,48,2,43.2499988439306,82.9349998492796,9.08449888546418
2,601,21,1,53,1,43.2499988439306,82.9349998492796,9.08449888546418
2,601,7,1,55,2,43.2499988439306,82.9349998492796,9.08449888546418
2,601,15,1,56,2,43.2499988439306,82.9349998492796,9.08449888546418
2,601,30,1,61,2,43.2499988439306,82.9349998492796,9.08449888546418
2,601,29,1,65,2,43.2499988439306,82.9349998492796,9.08449888546418
2,601,19,1,67,1,43.2499988439306,82.9349998492796,9.08449888546418
2,601,28,1,73,3,43.2499988439306,82.9349998492796,9.08449888546418
2,601,24,1,78,2,43.2499988439306,82.9349998492796,9.08449888546418
2,601,18,1,81,2,43.2499988439306,82.9349998492796,9.08449888546418
2,601,26,1,83,2,43.2499988439306,82.9349998492796,9.08449888546418
2,601,14,1,87,3,43.2499988439306,82.9349998492796,9.08449888546418
2,601,9,1,88,3,43.2499988439306,82.9349998492796,9.08449888546418
2,601,13,1,88,3,43.2499988439306,82.9349998492796,9.08449888546418
2,601,6,1,95,3,43.2499988439306,82.9349998492796,9.08449888546418
2,601,20,1,95,2,43.2499988439306,82.9349998492796,9.08449888546418
2,602,15,1,6,1,32.97,75.56,11.1549899148318
2,602,26,1,7,1,32.97,75.56,11.1549899148318
2,602,21,1,10,1,32.97,75.56,11.1549899148318
2,602,6,1,13,1,32.97,75.56,11.1549899148318
2,602,14,1,14,1,32.97,75.56,11.1549899148318
2,602,2,1,18,1,32.97,75.56,11.1549899148318
2,602,5,1,19,1,32.97,75.56,11.1549899148318
2,602,24,1,28,1,32.97,75.56,11.1549899148318
2,602,27,1,32,2,32.97,75.56,11.1549899148318
2,602,29,1,32,1,32.97,75.56,11.1549899148318
2,602,19,1,33,2,32.97,75.56,11.1549899148318
2,602,30,1,36,2,32.97,75.56,11.1549899148318
2,602,25,1,41,2,32.97,75.56,11.1549899148318
2,602,9,1,47,3,32.97,75.56,11.1549899148318
2,602,1,1,52,1,32.97,75.56,11.1549899148318
2,602,16,1,52,2,32.97,75.56,11.1549899148318
2,602,23,1,55,2,32.97,75.56,11.1549899148318
2,602,8,1,59,3,32.97,75.56,11.1549899148318
2,602,11,1,63,2,32.97,75.56,11.1549899148318
2,602,28,1,64,2,32.97,75.56,11.1549899148318
2,602,4,1,66,3,32.97,75.56,11.1549899148318
2,602,20,1,72,2,32.97,75.56,11.1549899148318
2,602,22,1,72,2,32.97,75.56,11.1549899148318
2,602,7,1,77,3,32.97,75.56,11.1549899148318
2,602,13,1,77,2,32.97,75.56,11.1549899148318
2,602,10,1,80,3,32.97,75.56,11.1549899148318
2,602,12,1,80,2,32.97,75.56,11.1549899148318
2,602,18,1,82,2,32.97,75.56,11.1549899148318
2,602,3,1,93,3,32.97,75.56,11.1549899148318
2,602,17,1,99,3,32.97,75.56,11.1549899148318
2,603,29,1,4,1,10.1649889326059,67.0249998135024,4.36599896930817
2,603,25,1,5,1,10.1649889326059,67.0249998135024,4.36599896930817
