"p90","cmb_regn","urban88","rule2","cutoff","cutoff_cmb","eligible","read92","read88","math92","math88"
1,"Region 13",1,-7.02500009536743,46.4,46.4,1,55.9010009765625,38.1300010681152,53.181999206543,40.6199989318848
0,"Regions 11, 12",1,-1.09499967098236,52.4,52.4,1,67.3740005493164,53.4500007629395,60.5429992675781,49.1599998474121
0,"Region 13",1,5.39499807357788,46.4,46.4,0,64.9720001220703,55,62.1440010070801,48.5900001525879
1,"Regions 1,3,4",1,-2.26000070571899,51.4,51.4,1,71.4400024414062,48.7700004577637,73.9300003051758,49.5099983215332
0,"Regions 2,5,10",1,12.3150005340576,49.4,49.4,0,74.8720016479492,63.5400009155273,75.8030014038086,59.8899993896484
0,"Region 13",1,8.92000007629395,46.4,46.4,0,72.4380035400391,57.060001373291,74.140998840332,53.5800018310547
0,"Regions 6,8",1,15.269998550415,43.4,43.4,0,69.4879989624023,61.2200012207031,72.3089981079102,56.1199989318848
0,"Regions 6,8",1,2.15000295639038,43.4,43.4,0,55.3530006408691,48.810001373291,57.2099990844727,42.2900009155273
0,"Regions 6,8",1,8.04000282287598,43.4,43.4,0,59.3129997253418,52.4099998474121,56.5110015869141,50.4700012207031
0,"Regions 2,5,10",1,2.14000082015991,49.4,49.4,0,68.9140014648438,54.060001373291,68.2760009765625,49.0200004577637
0,"Regions 6,8",1,11.5949993133545,43.4,43.4,0,79.2850036621094,59.5099983215332,76.3379974365234,50.4799995422363
0,"Region 13",1,1.24500048160553,46.4,46.4,0,58.6629981994629,51.4599990844727,60.326000213623,43.8300018310547
0,"Regions 2,5,10",1,17.2450046539307,49.4,49.4,0,78.7360000610352,70.6399993896484,78.0210037231445,62.6500015258789
0,"Regions 2,5,10",1,4.87999868392944,49.4,49.4,0,72.8629989624023,57.1599998474121,67.0859985351562,51.4000015258789
0,"Regions 1,3,4",1,8.97000312805176,51.4,51.4,0,73.4380035400391,64.1600036621094,73.015998840332,56.5800018310547
0,"Region 13",1,15.7350025177002,46.4,46.4,0,73.9830017089844,62.2299995422363,70.8669967651367,62.0400009155273
0,"Regions 6,8",1,11.4799976348877,43.4,43.4,0,53.4189987182617,56.9599990844727,50.2400016784668,52.7999992370605
0,"Regions 6,8",1,15.2299976348877,43.4,43.4,0,70.0619964599609,62.9199981689453,64.1230010986328,54.3400001525879
0,"Regions 2,5,10",1,6.58500051498413,49.4,49.4,0,60.5019989013672,58.2400016784668,61.648998260498,53.7299995422363
1,"Regions 1,3,4",1,-5.32499933242798,51.4,51.4,1,58.5379981994629,47.060001373291,63.2159996032715,45.0900001525879
1,"Regions 2,5,10",1,8.82999992370605,49.4,49.4,0,67.629997253418,58.4799995422363,70.4000015258789,57.9799995422363
0,"Regions 2,5,10",1,13.3500003814697,49.4,49.4,0,87.2819976806641,67.9100036621094,85.2040023803711,57.5900001525879
0,"Regions 2,5,10",1,10.7350025177002,49.4,49.4,0,68.6500015258789,61.3600006103516,64.1849975585938,58.9099998474121
0,"Region 13",1,12.5850009918213,46.4,46.4,0,53.3330001831055,47.9300003051758,53.6189994812012,70.0400009155273
1,"Region 13",1,-7.17999887466431,46.4,46.4,1,51.185001373291,38.7599983215332,53.492000579834,39.6800003051758
0,"Regions 2,5,10",1,0.204999536275864,49.4,49.4,0,60.0870018005371,50.1800003051758,55.8540000915527,49.0299987792969
0,"Regions 2,5,10",1,5.86499929428101,49.4,49.4,0,66.5930023193359,58.9199981689453,68.1119995117188,51.6100006103516
1,"Region 13",1,-2.24000024795532,46.4,46.4,1,70.4189987182617,44.2000007629395,63.1660003662109,44.1199989318848
0,"Regions 6,8",1,3.84999990463257,43.4,43.4,0,62.0559997558594,47.2900009155273,61.4440002441406,47.2099990844727
0,"Regions 6,8",1,7.81500005722046,43.4,43.4,0,65.3820037841797,50.6599998474121,67.5780029296875,51.7700004577637
0,"Region 13",1,-0.694998145103455,46.4,46.4,1,58.1040000915527,48.6599998474121,63.0890007019043,42.75
0,"Regions 2,5,10",1,14.7600040435791,49.4,49.4,0,72.2440032958984,66.4100036621094,70.5329971313477,61.9099998474121
0,"Regions 6,8",1,4.7149977684021,43.4,43.4,0,59.3899993896484,50.1599998474121,56.648998260498,46.0699996948242
1,"Region 9",1,-1.42500150203705,47.4,47.4,1,56.5149993896484,45.2999992370605,56.2799987792969,46.6500015258789
0,"Regions 1,3,4",1,1.41000139713287,51.4,51.4,0,67.4369964599609,53.4700012207031,66.3399963378906,52.1500015258789
0,"Regions 6,8",1,17.8750019073486,43.4,43.4,0,65.6070022583008,61.9300003051758,68.9130020141602,60.6199989318848
0,"Region 13",1,7.80500173568726,46.4,46.4,0,68.036003112793,57.2999992370605,66.0270004272461,51.1100006103516
0,"Regions 1,3,4",1,5.5950026512146,51.4,51.4,0,70.6100006103516,57.7000007629395,70.1009979248047,56.2900009155273
0,"Region 7",1,2.19500112533569,42.4,42.4,0,59.7290000915527,46.5999984741211,58.2540016174316,42.5900001525879
0,"Regions 2,5,10",1,-3.85500192642212,49.4,49.4,1,59.5559997558594,45.4500007629395,61.3740005493164,45.6399993896484
1,"Region 13",1,-8.96999931335449,46.4,46.4,1,53.7879981994629,38.6699981689453,50.8110008239746,36.189998626709
1,"Regions 6,8",1,-1.4849990606308,43.4,43.4,1,65.8059997558594,44.7200012207031,65.6500015258789,39.1100006103516
1,"Region 13",1,-6.2950005531311,46.4,46.4,1,51.7220001220703,40.1399993896484,47.5890007019043,40.0699996948242
0,"Regions 2,5,10",1,6.12999868392944,49.4,49.4,0,63.2560005187988,56.5400009155273,62.3330001831055,54.5200004577637
0,"Regions 1,3,4",1,6.52499914169312,51.4,51.4,0,69.6920013427734,60.7099990844727,69.4219970703125,55.1399993896484
0,"Region 7",1,9.51999855041504,42.4,42.4,0,63.7939987182617,54.6100006103516,58.265998840332,49.2299995422363
0,"Region 9",1,19.8649997711182,47.4,47.4,0,75.8880004882812,70.9800033569336,77.7779998779297,63.5499992370605
0,"Regions 6,8",1,5.06500005722046,43.4,43.4,0,58.7389984130859,50.9300003051758,56.4599990844727,46
0,"Regions 2,5,10",1,14.1599979400635,49.4,49.4,0,72.5699996948242,66.1399993896484,72.2220001220703,60.9799995422363
0,"Regions 6,8",1,0.985002160072327,43.4,43.4,0,56.4869995117188,47.7700004577637,59.6419982910156,41
0,"Regions 6,8",1,16.9850025177002,43.4,43.4,0,76.0940017700195,62.5200004577637,72.7730026245117,58.25
1,"Region 13",1,-8.24999809265137,46.4,46.4,1,56.7379989624023,39.5400009155273,55.0460014343262,36.7599983215332
0,"Regions 1,3,4",1,3.68499898910522,51.4,51.4,0,63.8450012207031,57.8800010681152,66.8550033569336,52.2900009155273
0,"Region 7",1,12.6049976348877,42.4,42.4,0,65.9609985351562,56.5999984741211,63.9780006408691,53.4099998474121
1,"Regions 6,8",1,-9.91000175476074,43.4,43.4,1,63.4620018005371,37.25,60.7019996643066,29.7299995422363
0,"Regions 6,8",1,0.125001519918442,43.4,43.4,0,56.9099998474121,43.6800003051758,54.6180000305176,43.3699989318848
0,"Regions 2,5,10",1,1.69500124454498,49.4,49.4,0,66.3209991455078,55.0099983215332,65.0270004272461,47.1800003051758
0,"Region 13",1,8.07999992370605,46.4,46.4,0,63.1069984436035,57.5900001525879,64,51.3699989318848
0,"Region 13",1,4.7300009727478,46.4,46.4,0,56.3969993591309,52.1100006103516,58.9560012817383,50.1500015258789
0,"Regions 2,5,10",1,7.09499883651733,49.4,49.4,0,78.5510025024414,57.2799987792969,79.3239974975586,55.7099990844727
0,"Regions 6,8",1,4.24499654769897,43.4,43.4,0,53.8530006408691,48.689998626709,51.1110000610352,46.5999984741211
0,"Regions 6,8",1,19.5399990081787,43.4,43.4,0,77.7919998168945,64.7099990844727,77.2180023193359,61.1699981689453
0,"Regions 2,5,10",1,7.52500295639038,49.4,49.4,0,60.4189987182617,54.9000015258789,60.298999786377,58.9500007629395
0,"Regions 2,5,10",1,6.14999914169312,49.4,49.4,0,70.9660034179688,58.2099990844727,71.8030014038086,52.8899993896484
1,"Regions 2,5,10",1,-4.7850022315979,49.4,49.4,1,67.2330017089844,45.4300003051758,62.8930015563965,43.7999992370605
0,"Region 13",1,6.01999807357788,46.4,46.4,0,61.7949981689453,50.1800003051758,61.1520004272461,54.6599998474121
0,"Region 13",1,12.9600009918213,46.4,46.4,0,72.7809982299805,61.0800018310547,74.9960021972656,57.6399993896484
0,"Regions 2,5,10",1,10.5749988555908,49.4,49.4,0,65.5999984741211,62.4000015258789,66.4520034790039,57.5499992370605
0,"Regions 2,5,10",1,13.7849979400635,49.4,49.4,0,65.1849975585938,64,70.5749969482422,62.3699989318848
0,"Regions 2,5,10",1,10.5049991607666,49.4,49.4,0,71.1110000610352,62.75,69.4199981689453,57.060001373291
0,"Region 13",1,-9.45000267028809,46.4,46.4,1,42.101001739502,34.939998626709,49.1769981384277,38.9599990844727
0,"Region 13",1,0.975000023841858,46.4,46.4,0,57.515998840332,50.810001373291,53.9220008850098,43.939998626709
1,"Regions 1,3,4",1,-0.359999090433121,51.4,51.4,1,66.4440002441406,52.1399993896484,63.984001159668,49.939998626709
1,"Region 9",1,-0.275000005960464,47.4,47.4,1,63.9280014038086,48.310001373291,62.8689994812012,45.939998626709
0,"Regions 6,8",1,10.8350009918213,43.4,43.4,0,68.5630035400391,57.0499992370605,65.1920013427734,51.4199981689453
0,"Regions 1,3,4",1,2.37500143051147,51.4,51.4,0,61.8699989318848,56.5800018310547,61.9729995727539,50.9700012207031
0,"Region 13",1,2.56500005722046,46.4,46.4,0,61.1290016174316,49.6399993896484,63.6360015869141,48.2900009155273
1,"Regions 2,5,10",1,-4.18499994277954,49.4,49.4,1,58.7879981994629,46.2099990844727,55.015998840332,44.2200012207031
0,"Regions 6,8",1,13.5399990081787,43.4,43.4,0,67.0189971923828,58.1699981689453,62.9080009460449,55.7099990844727
0,"Regions 1,3,4",1,2.69999837875366,51.4,51.4,0,56.4910011291504,56.5800018310547,54.4440002441406,51.6199989318848
0,"Region 9",1,10.230001449585,47.4,47.4,0,62.8790016174316,59.2200012207031,60.5800018310547,56.0400009155273
0,"Region 13",1,24.9750003814697,46.4,46.4,0,83.9670028686523,72.9000015258789,83.0270004272461,69.8499984741211
0,"Region 13",1,1.16999971866608,46.4,46.4,0,55.185001373291,49.2200012207031,52.431999206543,45.9199981689453
0,"Region 13",1,5.02499914169312,46.4,46.4,0,58.0120010375977,51.1699981689453,59.8050003051758,51.6800003051758
1,"Regions 2,5,10",1,-3.45500040054321,49.4,49.4,1,68.8249969482422,47.75,64.1179962158203,44.1399993896484
0,"Regions 6,8",1,11.5899982452393,43.4,43.4,0,63.2540016174316,55.6699981689453,61.5099983215332,54.310001373291
1,"Regions 6,8",1,-8.30000114440918,43.4,43.4,1,55.2719993591309,33.810001373291,55.7869987487793,36.3899993896484
0,"Region 13",1,2.42499685287476,46.4,46.4,0,47.2220001220703,50.4799995422363,41.3930015563965,47.1699981689453
0,"Regions 6,8",1,11.4450016021729,43.4,43.4,0,68.8150024414062,57.8199996948242,69.5039978027344,51.8699989318848
0,"Region 13",1,23.6299991607666,46.4,46.4,0,80.0309982299805,72.4199981689453,81.6439971923828,67.6399993896484
1,"Regions 6,8",1,-3.06500101089478,43.4,43.4,1,59.2060012817383,39.8199996948242,63.1749992370605,40.8499984741211
0,"Region 7",1,12.8249988555908,42.4,42.4,0,63.451000213623,56.5299987792969,63.9720001220703,53.9199981689453
0,"Regions 6,8",1,26.0450000762939,43.4,43.4,0,82.7939987182617,73.2900009155273,85.4020004272461,65.5999984741211
0,"Regions 2,5,10",1,0.165002435445786,49.4,49.4,0,61.9049987792969,48.9900016784668,65.6360015869141,50.1399993896484
0,"Regions 2,5,10",1,10.1200008392334,49.4,49.4,0,65.4860000610352,61.9000015258789,61.4580001831055,57.1399993896484
0,"Regions 2,5,10",1,10.7749996185303,49.4,49.4,0,70.8150024414062,60.3899993896484,71.1849975585938,59.9599990844727
0,"Region 13",1,13.1800022125244,46.4,46.4,0,68.7750015258789,62.0999984741211,72.536003112793,57.060001373291
0,"Regions 2,5,10",1,-6.85999917984009,49.4,49.4,1,69.2009963989258,42.5999984741211,65.6750030517578,42.4799995422363
0,"Region 13",1,-0.289999395608902,46.4,46.4,1,51.7169990539551,47.4599990844727,38.4129981994629,44.7599983215332
0,"Regions 6,8",1,21.769998550415,43.4,43.4,0,79.6630020141602,67.870002746582,73.1309967041016,62.4700012207031
0,"Region 7",1,6.16500234603882,42.4,42.4,0,67.8570022583008,49.5900001525879,61.3409996032715,47.5400009155273
0,"Region 7",1,13.9099979400635,42.4,42.4,0,53.6510009765625,55.2599983215332,53.7369995117188,57.3600006103516
0,"Regions 1,3,4",1,6.84000158309937,51.4,51.4,0,62.7330017089844,59.1500015258789,63.4220008850098,57.3300018310547
0,"Region 13",1,6.98999929428101,46.4,46.4,0,72.2839965820312,56.3600006103516,69.197998046875,50.4199981689453
0,"Region 13",1,4.61000204086304,46.4,46.4,0,57.5900001525879,51.8800010681152,56.9370002746582,50.1399993896484
1,"Region 13",1,-8.31500053405762,46.4,46.4,1,54.5419998168945,41.1100006103516,50.2620010375977,35.060001373291
0,"Region 13",1,13.0950031280518,46.4,46.4,0,73.2099990844727,59.9500007629395,72.1240005493164,59.0400009155273
0,"Regions 6,8",1,5.22999715805054,43.4,43.4,0,52.0870018005371,48.8499984741211,45.9370002746582,48.4099998474121
1,"Regions 6,8",1,-11.0749988555908,43.4,43.4,1,65.0790023803711,32.6800003051758,70.6060028076172,31.9699993133545
0,"Region 13",1,9.19999885559082,46.4,46.4,0,58.7039985656738,60.2700004577637,57.4070014953613,50.9300003051758
1,"Regions 6,8",1,-5.51499795913696,43.4,43.4,1,57.984001159668,38.1300010681152,61.6119995117188,37.6399993896484
0,"Region 13",1,5.53500127792358,46.4,46.4,0,57.6609992980957,52.0400009155273,59.1809997558594,51.8300018310547
0,"Regions 6,8",1,10.1700000762939,43.4,43.4,0,67.4449996948242,54.1100006103516,71.2480010986328,53.0299987792969
0,"Regions 6,8",1,1.40999758243561,43.4,43.4,0,60.101001739502,47.2999992370605,64.8059997558594,42.3199996948242
0,"Regions 11, 12",1,10.3200016021729,52.4,52.4,0,76.7320022583008,66.0100021362305,74.786003112793,59.4300003051758
1,"Regions 2,5,10",1,-3.56999826431274,49.4,49.4,1,64.3830032348633,45.6300010681152,61.6990013122559,46.0299987792969
0,"Regions 6,8",1,15.8649997711182,43.4,43.4,0,67.8669967651367,58.7400016784668,71.8349990844727,59.7900009155273
0,"Region 13",1,2.7149977684021,46.4,46.4,0,59.351001739502,48.3400001525879,61.3530006408691,49.8899993896484
1,"Regions 6,8",1,-1.70999753475189,43.4,43.4,1,66.7180023193359,38.2200012207031,68.6869964599609,45.1599998474121
0,"Regions 2,5,10",1,14.7399997711182,49.4,49.4,0,78.8889999389648,65.6399993896484,78.6669998168945,62.6399993896484
1,"Regions 1,3,4",1,-2.0450005531311,51.4,51.4,1,62.1479988098145,49.5200004577637,61.4809989929199,49.189998626709
0,"Region 13",1,13.1800022125244,46.4,46.4,0,71.8050003051758,59.7799987792969,71.5739974975586,59.3800010681152
0,"Regions 6,8",1,17.769998550415,43.4,43.4,0,62.4449996948242,63.0099983215332,60.8429985046387,59.3300018310547
0,"Regions 2,5,10",1,4.69500112533569,49.4,49.4,0,66.0490036010742,59.2000007629395,60.3540000915527,48.9900016784668
0,"Regions 6,8",1,13.0499973297119,43.4,43.4,0,63.1189994812012,57.6399993896484,58.0870018005371,55.2599983215332
0,"Region 13",1,5.57499837875366,46.4,46.4,0,65.3499984741211,50.2599983215332,64.7620010375977,53.689998626709
0,"Regions 1,3,4",1,19.3300037384033,51.4,51.4,0,83.4919967651367,74.5500030517578,83.4449996948242,66.9100036621094
0,"Region 7",1,9.01500129699707,42.4,42.4,0,52.0369987487793,51.7999992370605,52.7039985656738,51.0299987792969
1,"Regions 1,3,4",1,-5.08500146865845,51.4,51.4,1,64.640998840332,47.3499984741211,60.7960014343262,45.2799987792969
0,"Region 13",1,8.08500099182129,46.4,46.4,0,69.9029998779297,54.5800018310547,66.6429977416992,54.3899993896484
0,"Region 13",1,6.68499898910522,46.4,46.4,0,60.6199989318848,54.2000007629395,59.189998626709,51.9700012207031
0,"Regions 1,3,4",1,4.79499959945679,51.4,51.4,0,65.6330032348633,59.9099998474121,66.1210021972656,52.4799995422363
0,"Region 13",1,5.43499898910522,46.4,46.4,0,53.0250015258789,55.0299987792969,54.4440002441406,48.6399993896484
0,"Region 13",1,3.30500173568726,46.4,46.4,0,69.1529998779297,49.7900009155273,66.1480026245117,49.6199989318848
0,"Region 7",1,20.8850040435791,42.4,42.4,0,66.088996887207,65.4800033569336,63.8250007629395,61.0900001525879
0,"Regions 2,5,10",1,3.36000204086304,49.4,49.4,0,61.4589996337891,53.5900001525879,60.7000007629395,51.9300003051758
0,"Region 7",1,13.3200016021729,42.4,42.4,0,58.8400001525879,57.9700012207031,58.2319984436035,53.4700012207031
0,"Regions 1,3,4",1,10.8150005340576,51.4,51.4,0,77.0630035400391,64.9000015258789,78.0950012207031,59.5299987792969
1,"Regions 11, 12",1,0.51999819278717,52.4,52.4,0,62.8370018005371,55.2799987792969,63.7039985656738,50.560001373291
0,"Regions 2,5,10",1,5.4649977684021,49.4,49.4,0,75.3259963989258,55.7200012207031,68.1230010986328,54.0099983215332
0,"Regions 2,5,10",1,10.2650012969971,49.4,49.4,0,71.6050033569336,61.1100006103516,80.2470016479492,58.2200012207031
1,"Regions 2,5,10",1,-1.32499921321869,49.4,49.4,1,64.8720016479492,48.2000007629395,59.9570007324219,47.9500007629395
0,"Regions 6,8",1,12.2549991607666,43.4,43.4,0,65.7969970703125,55.7599983215332,65.8629989624023,55.5499992370605
0,"Region 13",1,1.00999987125397,46.4,46.4,0,55.3530006408691,46.1699981689453,52.9290008544922,48.6500015258789
0,"Region 7",1,8.29000282287598,42.4,42.4,0,65.5879974365234,52,68.2200012207031,49.3800010681152
0,"Regions 2,5,10",1,2.64000082015991,49.4,49.4,0,56.7140007019043,52.1599998474121,55.3969993591309,51.9199981689453
0,"Regions 1,3,4",1,8.80500221252441,51.4,51.4,0,75.9339981079102,62.6800003051758,76.6920013427734,57.7299995422363
1,"Regions 1,3,4",1,-5.9100022315979,51.4,51.4,1,70.8789978027344,46.5699996948242,69.5110015869141,44.4099998474121
0,"Regions 11, 12",1,11.4750003814697,52.4,52.4,0,78.3330001831055,68.5199966430664,71.1110000610352,59.2299995422363
0,"Regions 6,8",1,10.8200016021729,43.4,43.4,0,71.8820037841797,56.1500015258789,72.6669998168945,52.2900009155273
0,"Regions 2,5,10",1,0.994996666908264,49.4,49.4,0,60.4819984436035,52.9199981689453,60.8600006103516,47.8699989318848
0,"Region 13",1,-9.48000144958496,46.4,46.4,1,55.6510009765625,38,55.0690002441406,35.8400001525879
0,"Region 13",1,-2.31500101089478,46.4,46.4,1,53.4010009765625,46.7700004577637,47.0709991455078,41.4000015258789
1,"Region 13",1,-6.44499826431274,46.4,46.4,1,59.2509994506836,40.7400016784668,59.9739990234375,39.1699981689453
0,"Region 13",1,12.394998550415,46.4,46.4,0,73.8420028686523,63.2700004577637,73.677001953125,54.3199996948242
0,"Region 13",1,11.0150012969971,46.4,46.4,0,74.6480026245117,58.7700004577637,74.3619995117188,56.060001373291
0,"Regions 6,8",1,4.26500082015991,43.4,43.4,0,50.1959991455078,48.7799987792969,49.359001159668,46.5499992370605
0,"Region 13",1,5.15000295639038,46.4,46.4,0,62.4599990844727,53.8600006103516,63.1419982910156,49.2400016784668
0,"Regions 2,5,10",1,10.0800037384033,49.4,49.4,0,69.1360015869141,59.0800018310547,76.3130035400391,59.8800010681152
1,"Region 9",1,-8.03999900817871,47.4,47.4,1,57.4440002441406,41.4000015258789,55.9440002441406,37.3199996948242
0,"Region 7",1,5.37500143051147,42.4,42.4,0,60.701000213623,49.0800018310547,61.7550010681152,46.4700012207031
0,"Region 13",1,23.1049976348877,46.4,46.4,0,71.3550033569336,70.3099975585938,73.3059997558594,68.6999969482422
0,"Regions 2,5,10",1,1.67500078678131,49.4,49.4,0,67.5,56.75,61.6990013122559,45.4000015258789
0,"Regions 6,8",1,12.1149997711182,43.4,43.4,0,62.2220001220703,57.3199996948242,67.1510009765625,53.7099990844727
0,"Region 13",1,1.65999758243561,46.4,46.4,0,64.6640014648438,46.2299995422363,63.484001159668,49.8899993896484
0,"Region 13",1,12.5650005340576,46.4,46.4,0,65.2409973144531,60.5900001525879,60.9150009155273,57.3400001525879
0,"Region 13",1,3.98499822616577,46.4,46.4,0,67.786003112793,52.0999984741211,66.1019973754883,48.6699981689453
1,"Regions 2,5,10",1,-2.94000101089478,49.4,49.4,1,69.9909973144531,49.1300010681152,70.4680023193359,43.7900009155273
1,"Regions 1,3,4",1,-3.10500192642212,51.4,51.4,1,68.2350006103516,51.5699996948242,72.484001159668,45.0200004577637
0,"Region 13",1,10.4499988555908,46.4,46.4,0,72.6559982299805,60.1100006103516,72.7590026855469,53.5900001525879
0,"Regions 2,5,10",1,7.68499898910522,49.4,49.4,0,73.140998840332,56.0999984741211,71.8460006713867,58.0699996948242
1,"Regions 2,5,10",1,-3.62000131607056,49.4,49.4,1,59.5,45.0099983215332,65.4199981689453,46.5499992370605
0,"Regions 1,3,4",1,2.73499822616577,51.4,51.4,0,66.8649978637695,54.7599983215332,67.7369995117188,53.5099983215332
0,"Region 7",1,6.55500173568726,42.4,42.4,0,56.4339981079102,46.689998626709,54.625,51.2200012207031
0,"Regions 2,5,10",1,4.7149977684021,49.4,49.4,0,74.7389984130859,58.0299987792969,69.5670013427734,50.2000007629395
0,"Region 9",1,10.2250003814697,47.4,47.4,0,69.4440002441406,58.2799987792969,66.8889999389648,56.9700012207031
1,"Regions 1,3,4",1,-16.8850002288818,51.4,51.4,1,53,34.9300003051758,54.1110000610352,34.0999984741211
0,"Regions 6,8",1,7.2300009727478,43.4,43.4,0,60.3009986877441,52.3800010681152,61.5870018005371,48.8800010681152
