"kid_score","mom_hs","mom_iq","mom_work","mom_age"
68,1,103.708634307566,4,23
60,1,102.328648334295,4,22
69,1,121.870014908527,4,20
73,0,88.6603209729875,1,21
75,0,90.0291897576466,1,19
20,0,83.5331188555537,2,23
56,1,91.9206443312728,2,19
49,1,87.1933477253815,1,20
71,0,80.4640178206077,4,21
46,0,84.3180028470634,1,25
54,0,77.7397388771553,3,22
54,0,82.272149139803,1,23
44,1,77.3826694104343,4,25
74,1,89.715287156883,3,20
58,0,79.9046088419358,2,25
46,1,82.1531328822829,4,22
76,0,80.2616783086568,2,22
43,0,77.3826694104343,4,25
60,0,82.7836177401583,4,22
58,1,89.2074825764321,4,23
89,1,89.088466318912,4,22
43,0,88.9872920222396,2,18
94,1,118.923594151005,1,21
88,1,83.8510238343148,4,26
79,1,84.044587455909,4,22
87,1,105.052927277747,4,21
46,1,107.999348035269,4,20
95,1,97.3816476258686,4,24
92,1,103.791957561996,4,21
42,0,97.5950080521511,4,19
62,1,88.6603209729875,2,21
52,1,107.246861729345,2,27
101,1,89.8379674343074,2,23
97,1,108.906912304203,4,25
85,1,100.63953327262,3,21
98,1,118.840270896574,1,23
94,1,95.5123311551858,2,23
90,1,84.7719504683612,2,24
72,1,100.747432341528,1,19
92,1,87.0034481236916,1,26
75,0,77.8587551346754,4,23
83,1,85.3018931517554,4,20
64,1,92.7702011694918,1,18
101,1,74.8607299789328,4,25
82,1,115.248584072661,4,19
77,1,107.372527197298,4,22
101,1,102.202982866342,4,27
50,1,97.9115903092628,4,20
90,1,96.8566241253673,4,21
103,1,111.465674925409,2,19
96,1,109.466321282875,3,21
50,1,82.2500110368597,4,24
47,1,92.7702011694918,4,18
73,1,115.568830349677,2,22
62,0,84.044587455909,4,22
77,1,116.199315207553,4,22
64,1,99.295240302438,4,23
52,1,87.1933477253815,2,20
61,1,76.7117688565413,4,28
86,1,80.6985995449379,2,26
41,0,82.4633714631422,1,19
83,1,85.1798917037074,4,27
64,1,93.0737149781151,4,21
83,1,88.5769977185567,4,23
116,1,103.056011346747,4,24
100,0,86.8767654682698,3,19
42,0,97.9152543291671,4,22
74,1,120.92294779354,4,19
76,1,91.7294220079335,4,23
92,1,87.5072503261452,4,19
98,1,90.4463141892395,4,24
96,1,84.1636037134291,3,23
67,1,96.6542846134164,4,22
84,1,95.703553478525,2,19
111,1,88.7682200418959,4,19
41,0,92.1397163116164,1,18
68,1,108.003012055173,3,22
107,1,80.3893522505354,3,29
82,0,99.8030448828889,4,20
89,1,90.0291897576466,4,19
83,1,93.9387815603207,4,26
73,1,103.708634307566,4,23
74,1,77.1092540192799,4,22
94,1,117.55716307788,2,24
58,1,79.8335329627323,2,21
76,1,83.6164421099846,2,21
61,1,88.731396852191,4,25
38,1,82.7836177401583,4,22
100,1,86.8767654682698,4,19
84,1,88.731396852191,4,25
99,1,92.2408906082888,4,22
86,1,90.5517755466136,1,21
94,1,84.1414656104858,4,24
90,1,93.0737149781151,2,21
50,0,85.8348677328627,2,18
112,1,98.8559777679018,4,19
58,1,95.5123311551858,2,23
87,1,101.067678618544,2,22
76,1,85.9323780096308,1,20
68,1,82.7836177401583,2,22
110,1,98.6647554445626,2,23
88,0,82.1494688623785,3,20
87,0,85.6157957525191,1,19
54,0,79.4376298291872,1,26
49,0,75.3368157031739,1,23
56,1,80.8921631665322,2,22
79,1,115.771169861628,3,21
82,1,97.1591040033394,4,27
80,0,80.8921631665322,1,22
60,1,79.505527982829,4,27
102,1,98.0121324837439,4,24
87,1,108.866496608185,4,28
42,0,80.6985995449379,4,26
119,1,100.747432341528,4,19
84,1,91.0989371500582,4,23
86,1,82.9859572521092,1,21
113,1,89.715287156883,4,20
72,1,131.010705519546,4,19
104,1,124.514634617453,4,23
94,1,91.6104057504134,4,22
78,0,92.9903917236843,1,23
80,0,91.8838211415678,1,25
67,0,88.6909811561733,1,28
104,1,126.093509311965,3,26
96,0,84.9853108946437,3,19
65,0,82.9859572521092,1,21
64,1,101.795041630996,3,24
95,1,100.243630139074,2,26
56,1,110.013482886319,4,23
75,0,88.5769977185567,2,23
91,1,106.742042339422,3,22
106,1,95.2921406009932,2,18
76,1,108.313250636032,1,19
90,1,110.33138786508,3,26
108,1,116.829800065428,4,22
86,0,86.6855431449306,1,23
85,1,96.8566241253673,2,21
104,0,90.2482617379903,1,18
87,1,89.2908058308629,4,21
41,0,74.2302451210575,1,25
106,0,91.8838211415678,4,25
76,0,96.4607209918222,3,26
100,0,97.4037857288119,4,23
89,1,131.533291308512,4,21
42,1,78.2445582670783,2,27
102,1,127.675716591188,4,29
104,1,124.514634617453,4,23
59,0,80.4640178206077,4,21
93,0,74.8607299789328,2,25
94,0,84.8774118257353,4,21
76,1,92.9903917236843,4,23
50,0,94.8597081943671,2,24
88,1,96.8566241253673,2,21
70,1,91.2533362836924,2,25
