borough,numunits,stories,housewgt,sequenceno,cd,unitflr2,regext,housing,extwin4_2,extflr5_2,intcrack2,inthole2,intpeel_cat,intleak2,board2,struct,old,rodent2,dilap
1,12,6,171.66205,707979,1,7,1,1,0,0,0,0,0,0,0,1,0,0,0
1,12,6,170.33447,906689,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0
1,12,6,171.66205,804325,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0
1,12,6,168.49764,257211,1,3,1,1,0,0,1,1,2,1,0,0,0,1,0
1,12,6,176.21004,580773,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0
1,10,5,170.33447,972751,1,5,1,2,0,0,0,,0,0,1,1,1,1,0
1,10,5,189.67769,775520,1,5,1,2,0,0,0,0,0,0,1,1,1,1,0
1,10,5,171.66205,688344,1,5,1,2,0,0,0,0,1,0,0,0,1,0,0
1,10,5,182.99832,957583,1,6,,2,0,0,0,0,0,0,0,0,1,0,0
1,11,5,189.67769,47554,1,7,1,2,0,0,0,0,0,0,0,1,0,0,0
1,11,5,171.66205,72827,1,7,1,2,0,0,0,0,0,0,0,1,0,1,0
1,11,5,170.33447,818704,1,7,1,2,0,0,1,1,2,0,1,0,0,1,0
1,11,5,189.67769,810235,1,7,1,2,0,0,0,0,0,0,0,1,0,0,0
1,10,4,189.67769,639980,1,4,1,4,0,0,0,0,0,0,0,1,1,0,0
1,10,4,176.21004,824203,1,4,1,4,0,0,0,0,0,0,0,1,1,0,0
1,11,4,176.21004,696559,1,4,1,4,0,0,0,0,1,0,0,1,1,0,0
1,10,5,235.29088,728477,1,4,1,4,0,0,0,0,0,0,0,0,1,0,0
1,9,4,176.21004,404564,1,2,1,2,0,0,1,0,2,0,0,1,1,1,0
1,9,4,178.84964,841108,1,3,1,2,0,0,0,,0,0,0,1,1,1,0
1,11,5,249.15661,835588,1,7,1,4,0,0,0,0,0,0,0,1,0,0,0
1,11,5,182.99832,767440,1,7,0,4,0,0,1,1,2,0,0,1,0,1,0
1,11,5,168.49764,737690,1,7,1,4,0,0,0,0,0,0,0,1,0,1,0
1,12,7,171.66205,281476,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0
1,12,7,191.49159,92508,1,7,,1,0,0,,,,,0,,0,,0
1,12,7,189.67769,552686,1,7,1,1,0,0,0,0,0,0,1,0,0,0,0
1,12,7,189.67769,769114,1,7,1,1,0,0,0,0,0,0,1,1,0,0,0
1,10,4,171.66205,974681,1,6,1,2,0,0,0,0,0,0,1,0,1,0,0
1,10,4,191.49159,289239,1,6,1,2,0,0,0,0,0,0,0,0,1,0,0
1,10,4,170.33447,904246,1,6,0,2,0,0,1,1,1,0,1,0,1,1,0
1,10,4,249.15661,626400,1,6,0,2,0,0,1,1,2,1,1,0,1,1,0
1,10,3,189.67769,585445,1,5,0,2,0,0,1,1,1,1,0,0,1,0,0
1,10,5,176.21004,452114,1,3,1,2,0,0,0,0,0,0,0,1,1,0,0
1,10,4,213.63450,889818,1,3,0,2,0,0,0,0,0,1,1,0,1,1,0
1,10,5,170.33447,968848,1,3,0,2,0,0,0,0,0,0,0,0,1,1,0
1,10,5,178.84964,431123,1,4,1,2,0,0,0,0,0,0,0,0,1,1,0
1,11,5,249.15661,767291,1,2,1,2,0,0,0,0,0,1,0,0,1,0,0
1,10,4,178.84964,654696,1,2,1,2,0,0,0,0,0,0,0,1,1,0,0
1,10,5,189.67769,630930,1,2,1,2,0,0,1,0,2,1,0,1,1,1,0
1,10,5,176.21004,459921,1,6,,2,0,0,0,0,0,0,0,1,1,0,0
1,10,4,168.49764,627024,1,6,0,2,0,0,0,0,0,0,0,0,1,0,0
1,10,5,178.84964,598779,1,6,1,2,0,0,0,0,0,0,0,1,1,1,0
1,12,6,189.67769,23197,1,8,0,1,0,0,0,0,0,1,0,1,0,0,0
1,12,6,189.67769,172311,1,8,0,1,0,0,0,0,0,0,0,1,0,0,0
1,12,6,178.84964,716668,1,8,0,1,0,0,1,0,2,1,0,0,0,0,0
1,12,6,178.84964,957301,1,8,0,1,0,0,0,0,0,0,0,1,0,0,0
1,10,4,235.29088,421898,1,6,0,2,0,1,0,0,0,0,1,1,1,1,0
1,10,4,191.49159,621664,1,6,0,2,0,1,1,1,2,1,1,0,1,1,0
1,10,4,249.15661,367398,1,6,0,2,0,1,0,0,0,1,1,0,1,1,0
1,10,4,213.63450,798740,1,4,0,2,0,1,1,1,0,1,1,0,1,1,0
1,10,4,178.84964,364647,1,6,0,2,0,0,0,0,0,1,0,1,1,1,0
1,10,4,172.33043,421833,1,6,1,2,0,0,0,0,0,0,0,0,1,0,0
1,10,4,191.49159,691898,1,6,1,2,0,0,0,0,0,0,0,0,1,0,0
1,10,4,178.84964,941632,1,6,0,2,0,0,0,0,2,0,0,1,1,0,0
1,11,6,171.66205,66340,1,4,1,1,0,0,1,1,2,0,1,0,0,1,0
1,11,6,191.49159,535437,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0
1,11,6,171.66205,498298,1,4,1,1,0,0,0,,2,1,1,0,0,1,0
1,11,6,168.49764,182716,1,4,1,1,0,0,0,0,1,0,0,0,0,1,
1,9,4,249.15661,122743,1,3,0,2,0,0,0,0,0,0,0,1,1,1,0
1,9,4,186.57207,16765,1,5,0,2,0,0,1,1,0,1,0,0,1,1,0
1,9,4,178.84964,404363,1,4,0,2,0,0,0,0,0,0,0,1,1,0,0
1,9,3,249.15661,487887,1,4,0,2,0,0,0,1,0,1,0,0,1,1,0
1,12,7,170.33447,36088,1,7,1,4,0,0,0,0,0,0,0,1,0,0,0
1,11,7,171.66205,177658,1,7,,4,0,0,0,0,0,0,0,1,0,0,0
1,12,7,189.67769,602127,1,7,0,4,0,0,0,0,0,0,0,0,0,0,0
1,12,7,178.84964,622597,1,7,0,4,0,0,0,0,0,0,0,1,0,0,0
1,11,5,178.84964,381255,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0
1,10,4,168.49764,706327,1,3,0,2,0,0,0,0,1,0,1,0,1,1,0
1,10,5,186.57207,209861,1,4,1,2,0,0,0,0,0,0,0,0,1,1,0
1,11,4,178.84964,792015,1,4,1,2,0,0,0,0,0,0,0,1,1,0,0
1,11,4,178.84964,859149,1,4,,4,0,0,,,,,0,,0,,0
1,11,4,249.15661,499144,1,4,,4,0,0,,,,,0,,0,,0
1,10,4,186.57207,606431,1,5,1,4,0,0,0,0,0,0,0,1,0,1,0
1,10,4,186.57207,750265,1,4,0,4,,,0,0,1,0,0,1,0,1,0
1,10,6,171.66205,236037,1,7,1,1,0,0,0,0,,0,0,0,0,0,0
1,10,6,168.49764,96179,1,7,1,1,0,0,1,1,2,1,0,0,0,1,0
1,10,6,171.66205,204926,1,7,1,1,0,0,0,0,0,0,0,0,0,1,0
1,10,6,170.33447,589876,1,7,0,1,0,0,0,0,1,0,0,1,0,0,0
1,10,5,186.57207,929511,1,6,0,1,0,0,1,1,,1,0,0,0,1,0
1,11,5,182.99832,446108,1,6,,1,0,0,0,0,0,1,0,1,0,0,0
1,10,5,189.67769,67291,1,6,0,1,0,0,1,1,2,1,0,0,0,1,0
1,10,5,176.21004,150881,1,7,0,1,0,0,1,0,2,1,0,0,0,1,0
1,12,6,170.33447,898503,1,8,1,1,0,0,0,0,1,0,1,0,0,0,1
1,12,6,168.49764,287373,1,8,1,1,0,0,0,0,0,1,0,0,0,0,0
1,12,6,182.99832,126296,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0
1,11,6,235.29088,683182,1,8,0,1,0,0,0,0,0,0,0,0,0,1,0
1,12,7,178.84964,249774,1,4,0,1,0,0,1,1,2,1,0,1,0,1,0
1,12,7,170.33447,513656,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0
1,12,7,176.21004,538682,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0
1,12,7,176.21004,597610,1,4,,1,0,0,,,,,1,,0,,0
1,12,7,249.15661,588607,1,7,0,1,0,0,0,0,2,1,0,0,0,0,0
1,12,7,168.49764,477207,1,7,0,1,0,0,0,1,2,1,0,0,0,1,0
1,12,7,189.67769,82268,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0
1,12,6,182.99832,541485,1,7,,1,0,0,,,,,0,,0,,0
1,11,6,189.67769,248323,1,8,0,1,0,0,0,0,0,0,0,1,0,0,0
1,12,6,170.33447,950364,1,8,1,1,1,0,0,0,0,0,0,1,0,0,1
1,11,6,235.29088,472075,1,8,0,1,0,0,0,0,0,1,0,0,0,0,0
1,11,6,182.99832,314592,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0
1,10,5,191.49159,281578,1,7,0,2,0,0,0,1,,0,0,0,1,1,0
1,10,5,249.15661,520839,1,7,0,2,0,0,0,0,0,1,0,0,1,0,0
1,10,5,186.57207,408284,1,7,0,2,0,0,1,0,0,0,0,1,1,1,0
1,10,5,249.15661,118150,1,7,1,2,0,0,0,0,0,0,0,1,1,0,0
1,12,7,186.57207,887019,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0
1,12,6,170.33447,563362,1,4,,1,0,0,,,,,0,,0,,0
1,12,6,191.49159,575787,1,4,1,1,0,0,0,1,,0,0,0,0,1,0
1,12,6,235.29088,636743,1,4,1,1,0,0,1,0,2,1,0,0,0,1,1
1,11,5,249.15661,124424,1,5,0,4,0,0,1,0,0,0,0,1,0,1,0
1,12,5,176.21004,426470,1,5,1,4,0,0,0,0,0,0,1,1,0,0,0
1,12,5,178.84964,849351,1,5,1,4,0,0,0,0,0,0,0,1,0,0,0
1,11,5,172.33043,93253,2,3,1,4,0,0,0,0,0,1,1,1,0,0,0
1,11,5,172.33043,563479,2,4,1,4,0,0,0,0,0,0,1,1,0,0,0
1,11,5,172.33043,941537,2,4,1,4,0,0,0,0,0,0,1,0,0,0,0
1,11,5,172.33043,447849,2,4,1,4,0,0,0,0,0,1,1,1,0,0,0
1,3,2,199.06643,16408,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0
1,3,2,199.06643,260733,2,4,0,4,0,0,0,0,0,0,0,1,0,0,0
1,3,2,173.35316,392791,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0
1,6,2,241.73771,134284,2,3,0,4,0,0,0,0,0,0,0,1,1,1,0
1,6,2,241.73771,574599,2,4,0,4,0,0,0,0,2,0,0,0,1,1,0
1,9,4,249.15661,83370,2,2,1,2,0,0,0,0,0,0,0,0,1,1,0
1,9,4,201.90593,572526,2,2,0,2,0,0,0,0,0,1,0,0,1,1,0
1,3,2,195.11454,796452,2,4,,3,0,1,0,0,0,1,0,1,0,0,0
1,5,1,130.25673,803344,2,2,0,4,0,0,0,0,0,0,0,1,0,0,0
1,3,2,130.25673,613298,2,2,0,4,0,0,0,0,0,0,0,1,0,0,0
1,5,2,191.49159,806555,2,3,0,2,0,0,0,0,0,0,0,1,1,0,0
1,5,2,169.61091,829672,2,4,0,3,0,0,0,0,0,0,0,1,1,0,0
1,5,2,172.33043,910495,2,2,0,4,0,0,1,0,1,0,0,1,1,0,0
1,5,2,199.06643,753881,2,3,1,4,0,0,0,0,0,0,0,1,1,0,0
1,1,1,183.94362,497268,2,2,,3,1,,,,,,0,,1,,0
1,7,2,191.49159,182848,2,2,,2,0,0,0,0,0,0,0,0,1,0,0
1,7,2,130.25673,560273,2,2,0,2,0,1,0,0,0,0,0,0,1,0,0
1,10,4,172.33043,473032,2,6,1,2,0,0,0,0,0,0,0,1,1,0,0
1,10,4,235.29088,954071,2,6,0,2,0,0,0,0,1,0,0,1,1,0,0
1,10,4,247.89078,568240,2,5,1,3,0,0,0,0,0,0,0,1,1,1,0
1,10,4,186.57207,751763,2,6,1,2,0,0,0,0,0,0,1,0,1,0,1
1,10,4,130.25673,594533,2,6,1,2,0,0,0,0,0,0,0,1,1,0,1
1,3,1,195.11454,19946,2,2,1,4,0,0,0,0,0,0,0,0,0,1,0
1,3,1,130.25673,1644,2,3,0,4,0,0,0,0,0,0,0,1,0,0,0
1,3,1,172.33043,788907,2,2,0,3,0,0,0,0,0,1,1,0,0,1,0
1,10,4,199.06643,143431,2,6,1,2,0,0,0,0,1,0,0,0,1,0,0
1,10,4,199.06643,647641,2,6,1,2,0,0,1,0,2,0,0,1,1,0,0
1,10,4,199.06643,895000,2,6,1,2,0,0,0,0,0,0,0,0,1,0,0
1,10,4,199.06643,894109,2,6,1,3,0,0,1,1,1,0,0,1,1,0,0
1,9,3,201.90593,315918,2,2,0,2,0,0,1,0,2,1,0,0,1,1,1
1,9,3,130.25673,873098,2,2,0,2,0,0,0,0,0,0,0,1,1,1,1
1,8,3,172.33043,353351,2,3,0,2,1,0,1,0,2,1,0,0,1,0,1
1,8,5,172.33043,233317,2,3,0,2,0,0,1,0,2,1,0,1,1,1,1
1,10,4,201.90593,840050,2,6,1,2,0,1,0,0,0,0,0,0,1,0,1
1,10,4,172.33043,361297,2,6,,2,1,0,,,,,0,,1,,0
1,10,5,199.06643,708139,2,7,0,2,1,1,0,0,0,1,0,0,1,1,1
1,10,4,182.99832,370362,2,6,1,2,0,1,1,0,0,0,0,1,1,0,1
1,11,5,130.25673,6671,2,6,1,2,0,0,0,0,0,0,0,0,1,0,0
1,10,5,186.57207,828109,2,6,0,2,0,0,0,0,0,0,1,1,1,0,0
1,10,5,235.29088,252199,2,6,0,2,0,0,0,0,0,0,0,0,1,1,0
1,10,5,130.25673,787661,2,6,0,2,0,0,0,0,0,0,0,0,1,1,0
1,1,1,169.61091,835957,2,2,,3,0,0,0,0,0,0,1,1,1,1,0
1,5,2,213.63450,749754,2,2,1,4,0,0,0,0,0,0,1,1,1,0,0
1,10,5,186.57207,602008,2,3,1,2,0,0,0,0,0,0,1,1,1,0,0
1,10,4,201.90593,788297,2,5,0,2,0,1,1,1,0,1,0,0,1,0,0
1,10,4,189.75237,552682,2,5,1,2,0,1,0,0,0,0,0,1,1,0,0
1,10,4,189.75237,959929,2,6,0,2,0,1,1,1,1,1,0,0,1,1,0
1,10,4,235.29088,292088,2,2,0,2,0,0,1,0,2,1,1,0,1,1,0
1,10,4,172.33043,167421,2,2,0,2,0,0,0,0,1,0,1,0,1,0,0
1,10,4,241.73771,174114,2,3,0,2,0,0,1,0,0,1,1,0,1,1,0
1,3,1,183.94362,899746,2,2,,4,0,0,0,0,0,0,0,1,1,0,0
1,3,1,169.61091,634139,2,3,0,4,0,0,0,0,0,0,0,0,1,0,0
1,3,1,173.35316,194812,2,2,0,4,0,0,0,0,1,0,0,0,1,0,
1,1,1,195.11454,981022,2,2,0,3,0,0,0,0,0,0,1,0,1,0,0
1,6,1,130.25673,204018,2,3,1,4,0,0,0,0,0,0,0,0,1,1,0
1,6,1,218.46151,142681,2,1,0,4,0,0,0,0,0,0,0,0,1,1,0
1,7,2,172.33043,110162,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0
1,7,2,218.46151,997404,2,3,1,2,0,0,0,0,0,0,0,1,1,0,0
1,10,4,201.90593,231407,2,2,0,2,0,0,1,1,1,1,1,0,1,1,1
1,10,4,249.15661,996803,2,2,1,2,0,1,0,0,1,1,1,0,1,1,1
1,10,4,226.18077,3305,2,3,,2,0,0,0,0,0,1,1,0,1,1,1
1,10,4,199.06643,78588,2,3,0,2,0,0,1,1,1,1,0,0,1,1,1
1,10,4,189.75237,115856,2,5,1,2,0,0,0,0,0,0,0,0,1,0,0
1,10,4,235.29088,21314,2,5,1,2,0,0,0,0,0,0,0,1,1,0,0
1,9,4,189.75237,111285,2,5,,2,0,0,,,,,0,,1,,0
1,10,4,130.25673,7,2,5,1,2,0,0,0,0,0,0,0,1,1,0,0
1,12,6,201.90593,563621,2,7,1,4,0,0,0,0,0,0,1,1,0,0,0
1,12,6,189.75237,442768,2,7,,4,0,0,1,0,2,1,0,0,0,0,0
1,12,6,172.33043,483305,2,7,0,4,0,0,0,0,0,0,0,0,0,0,0
1,10,4,130.25673,524395,2,2,1,2,0,0,0,0,0,,0,1,1,1,0
1,10,4,130.25673,973283,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0
1,10,4,130.25673,997253,2,2,1,2,0,0,0,0,0,0,0,0,1,1,0
1,10,4,130.25673,614290,2,2,1,2,0,0,0,0,0,0,0,0,1,1,0
1,4,2,130.25673,507590,2,3,1,4,0,1,1,0,0,1,0,0,1,1,1
1,4,1,249.15661,774526,2,3,1,4,0,1,0,0,0,0,0,0,1,0,0
1,10,3,199.06643,331159,2,2,,2,0,1,,,,,0,,1,,1
1,8,3,199.06643,628310,2,5,0,2,0,0,0,0,0,0,0,0,1,1,0
1,8,3,218.46151,521803,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0
1,5,2,241.73771,273480,2,2,0,4,0,0,0,0,0,0,0,1,1,0,0
1,5,2,173.35316,251315,2,3,0,3,0,0,0,0,0,0,0,1,1,1,0
1,10,4,201.90593,414971,2,5,1,1,0,0,0,1,1,1,0,1,1,0,0
1,10,4,201.90593,292944,2,5,1,1,0,0,0,0,0,0,1,0,1,0,0
1,10,4,249.15661,232363,2,5,1,1,0,0,0,0,0,0,1,1,1,1,0
1,3,1,195.11454,578253,2,3,1,4,0,0,0,0,0,0,0,1,0,0,0
1,3,2,191.49159,628804,2,2,0,3,0,0,0,0,0,0,0,1,0,1,0
1,3,2,173.35316,734890,2,4,0,4,0,0,0,0,0,0,1,1,0,1,0
1,3,2,130.25673,643874,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0
1,10,4,189.75237,435919,2,6,1,2,0,0,0,,0,0,1,0,1,0,0
1,10,5,241.73771,798941,2,5,1,2,0,1,0,0,0,0,0,1,1,0,0
1,10,4,249.15661,530255,2,4,1,2,0,0,0,1,0,0,1,0,1,1,0
1,10,4,199.06643,125192,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0
1,10,4,201.90593,76874,2,4,,2,0,1,,,,,0,,1,,0
