"borough" "numunits" "stories" "race" "personrm" "housewgt" "sequenceno" "under6" "cd" "unitflr2" "regext" "totincom2" "subsidy" "housing" "poverty" "povertyx2" "extwin4_2" "extflr5_2" "intcrack2" "inthole2" "intpeel_cat" "intleak2" "duration" "board2" "struct" "old" "help" "rodent2" "foreign" "dilap" "black_Mean" "board2_Mean" "foreign_Mean" "help_Mean" "hispanic_Mean" "old_Mean" "poverty_Mean" "povertyx2_Mean" "pubhous_Mean" "regext_Mean" "struct_Mean" "dilap_Mean" "ownhous_Mean" "duration_Mean" "extwin4_2_Mean" "extflr5_2_Mean" "intcrack2_Mean" "inthole2_Mean" "intleak2_Mean" "vacrate" "bldg" "dist" "dist.stratum" "dist.id"
"11" 1 3 2 2 0.5 171.05256 144972 1 1 2 NA 105000 NA 3 0 0 0 NA NA NA NA NA 21 0 NA 1 NA NA NA 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 6 1 10 1
"12" 1 3 2 2 0.33 221.67439 418306 1 1 2 NA 15960 NA 3 0 1 0 NA NA NA NA NA 20 0 NA 1 NA NA NA 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 6 1 10 1
"13" 1 10 4 2 0.67 15.51273 62520 2 1 3 0 18000 0 2 0 1 0 0 0 0 0 0 6 0 0 1 0 1 0 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 7 1 10 1
"14" 1 10 4 4 0.75 14.77416 666603 1 1 3 0 16240 0 2 0 1 0 1 1 1 0 1 32 1 0 1 0 1 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 8 1 10 1
"15" 1 10 4 3 0.5 15.51273 834543 1 1 3 0 6262 0 2 1 1 0 1 0 0 0 1 8 1 0 1 0 1 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 8 1 10 1
"16" 1 3 1 3 1 186.57207 535089 1 1 2 0 11756 0 1 1 1 0 0 0 0 0 0 9 0 1 0 0 0 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 9 1 10 1
"17" 1 3 1 3 0.33 168.49764 102104 1 1 2 0 7584 0 1 1 1 0 0 0 0 0 0 11 0 1 0 0 1 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 9 1 10 1
"18" 1 3 1 3 1 186.57207 652813 1 1 2 0 23444 0 1 1 1 0 0 0 0 0 0 31 0 1 0 0 1 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 9 1 10 1
"19" 1 3 1 3 0.33 168.49764 923164 1 1 2 0 7704 0 1 1 1 0 0 0 0 0 0 12 0 1 0 0 1 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 9 1 10 1
"20" 1 10 4 4 1 186.57207 326280 2 1 5 0 63000 0 2 0 0 0 0 0 0 0 0 1 1 1 1 1 0 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 10 1 10 1
"21" 1 10 4 3 0.5 178.84964 365993 1 1 6 NA 26000 0 2 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 10 1 10 1
"22" 1 10 4 3 0.5 186.57207 773671 1 1 6 0 77000 0 2 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 10 1 10 1
"23" 1 10 4 3 0.6 247.89078 170365 1 1 6 0 17300 0 2 0 1 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 10 1 10 1
"24" 1 10 4 4 1 189.67769 128311 1 1 4 1 43540 0 2 0 0 0 0 0 0 0 0 1 0 1 1 1 0 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 11 1 10 1
"25" 1 10 4 4 1.33 191.49159 948690 2 1 4 1 15000 0 2 1 1 0 0 0 0 0 0 9 0 1 1 1 0 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 11 1 10 1
"26" 1 10 4 3 2 189.67769 898054 3 1 4 1 10000 0 2 1 1 0 0 0 0 0 0 3 0 1 1 1 0 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 11 1 10 1
"27" 1 10 4 4 0.67 176.21004 938231 1 1 4 1 28100 0 2 0 0 0 0 0 0 0 0 3 0 1 1 0 0 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 11 1 10 1
"28" 1 11 5 2 1.25 182.99832 86544 1 1 3 1 7256 1 2 1 1 0 0 0 0 0 1 9 1 0 1 1 0 0 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 12 1 10 1
"29" 1 11 5 4 0.5 178.84964 725140 1 1 3 1 26500 0 2 0 0 0 0 0 0 0 1 8 0 0 1 1 1 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 12 1 10 1
"30" 1 11 4 1 2.5 249.15661 850136 4 1 3 0 7850 1 2 1 1 0 0 0 0 0 0 4 0 0 1 1 1 0 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 13 1 10 1
"31" 1 10 5 4 0.75 170.33447 458188 1 1 3 1 14000 1 2 1 1 0 0 0 0 0 0 1 0 0 1 1 1 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 14 1 10 1
"32" 1 10 4 2 1 16.29233 885059 2 1 2 0 21651 1 4 1 1 0 0 1 1 1 1 8 1 0 1 1 1 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 15 1 10 1
"33" 1 9 3 2 1 15.71861 656026 2 1 3 0 18200 0 4 1 1 0 0 0 0 1 0 17 1 0 1 1 1 0 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 16 1 10 1
"34" 1 9 3 4 1.5 182.99832 482104 1 1 4 1 57000 0 2 0 0 0 0 0 0 0 1 8 0 0 1 0 1 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 16 1 10 1
"35" 1 9 4 3 1.25 178.84964 218389 2 1 5 1 11272 1 2 1 1 0 0 1 0 2 0 7 0 0 1 0 1 0 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 17 1 10 1
"36" 1 10 4 4 0.5 191.49159 970836 1 1 5 1 25500 0 2 0 0 0 0 0 0 0 1 4 0 1 1 1 1 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 18 1 10 1
"37" 1 10 4 2 0.33 182.99832 659943 1 1 5 1 30000 0 2 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 18 1 10 1
"38" 1 10 4 4 1.33 178.84964 135212 3 1 4 1 21685 0 2 0 1 0 0 0 0 0 0 10 0 0 1 0 1 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 18 1 10 1
"39" 1 10 3 4 1.25 186.57207 100784 1 1 4 0 74000 0 2 0 0 0 0 0 0 0 0 4 0 0 1 1 1 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 19 1 10 1
"40" 1 10 4 2 1 189.67769 460717 2 1 4 0 60000 0 2 0 0 0 0 0 0 0 0 5 0 1 1 0 1 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 20 1 10 1
"41" 1 10 4 4 1.67 235.29088 117459 1 1 4 1 120000 0 2 0 0 0 0 0 1 0 0 3 1 0 1 1 1 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 20 1 10 1
"42" 1 10 5 4 1 191.49159 93422 3 1 6 0 11000 1 4 1 1 0 0 0 1 0 0 9 0 1 0 1 1 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 21 1 10 1
"43" 1 10 5 4 1 178.84964 898186 3 1 6 0 39000 1 4 0 1 0 0 1 0 0 1 9 0 0 0 1 1 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 21 1 10 1
"44" 1 10 5 3 0.67 191.49159 646457 1 1 7 1 17000 1 4 0 1 0 0 0 0 0 0 9 0 0 0 NA 0 0 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 21 1 10 1
"45" 1 10 5 3 0.33 176.21004 9291 1 1 7 0 7668 1 4 1 1 0 0 0 0 1 1 5 0 0 0 0 1 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 21 1 10 1
"46" 1 5 2 3 0.25 192.07356 773604 1 1 2 0 12000 NA 3 0 1 0 0 1 0 0 0 26 0 0 1 0 0 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 22 1 10 1
"47" 1 3 2 3 1 186.57207 479003 2 1 3 0 4000 0 4 1 1 0 0 0 0 1 0 2 0 0 1 0 0 0 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 23 1 10 1
"48" 1 5 2 3 1.5 171.66205 287101 2 1 1 0 110000 0 4 0 0 0 0 0 0 0 1 24 0 0 1 1 0 0 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 24 1 10 1
"49" 1 3 1 2 0.75 226.18077 159827 2 1 2 0 0 NA 4 1 1 0 0 1 0 1 1 1 1 0 1 0 0 0 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 25 1 10 1
"50" 1 9 3 3 1 226.18077 293777 1 1 2 0 15772 0 2 1 1 0 0 0 0 0 0 1 0 1 1 1 0 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 26 1 10 1
"51" 1 9 3 3 1 226.18077 792587 1 1 2 1 42550 0 2 0 0 0 0 0 0 0 1 1 0 0 1 1 1 0 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 26 1 10 1
"52" 1 9 3 3 0.33 226.18077 595617 1 1 3 1 4290 1 2 1 1 0 0 0 0 0 0 1 0 1 1 1 0 0 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 26 1 10 1
"53" 1 9 3 2 0.5 226.18077 18390 1 1 3 NA 65000 NA 2 0 0 0 0 NA NA NA NA 1 0 NA 1 NA NA NA 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 26 1 10 1
"54" 1 9 4 3 0.25 191.49159 681190 1 1 2 1 7200 0 2 1 1 0 0 0 0 0 1 22 0 1 1 1 0 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 27 1 10 1
"55" 1 9 4 3 0.25 235.29088 598795 1 1 2 1 7416 1 2 1 1 0 0 0 0 0 0 8 0 0 1 1 1 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 27 1 10 1
"56" 1 9 4 3 0.33 168.49764 196462 1 1 2 1 12480 1 2 0 1 0 0 1 0 0 0 15 0 1 1 1 1 0 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 27 1 10 1
"57" 1 9 4 4 1.25 186.57207 382240 1 1 3 1 43000 1 2 0 1 0 0 0 0 0 1 9 0 1 1 1 0 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 27 1 10 1
"58" 1 7 4 5 0.75 178.84964 553740 1 1 3 1 48900 NA 4 0 0 0 0 1 0 0 0 4 0 0 1 0 1 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 28 1 10 1
"59" 1 8 4 3 0.4 178.84964 676664 1 1 4 1 45000 0 2 0 0 0 0 NA 0 0 0 5 0 1 1 0 1 0 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 29 1 10 1
"60" 1 7 3 2 0.75 235.29088 375208 1 1 4 0 80300 0 2 0 0 0 0 0 0 0 0 6 0 0 1 1 1 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 30 1 10 1
"61" 1 8 4 3 1 186.57207 986792 2 1 5 1 36081 0 2 0 1 0 0 1 0 0 1 4 0 1 1 0 1 0 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 31 1 10 1
"62" 1 10 5 3 1 172.33043 916219 2 1 2 1 20400 0 2 0 1 0 0 0 0 0 0 2 0 1 1 1 0 0 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 32 1 10 1
"63" 1 10 5 4 0.33 171.66205 999055 1 1 2 1 2580 1 2 1 1 0 0 0 0 0 0 6 0 1 1 0 0 0 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 32 1 10 1
"64" 1 10 5 3 0.33 176.21004 668438 1 1 2 1 9000 NA 3 1 1 0 0 0 0 0 0 4 0 1 1 1 0 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 32 1 10 1
"65" 1 10 4 3 0.25 15.13553 998787 1 1 5 0 6588 0 4 1 1 0 1 1 1 0 1 42 1 0 1 1 1 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 33 1 10 1
"66" 1 10 5 3 0.67 249.15661 344703 1 1 5 1 42100 1 2 0 0 0 1 1 0 2 1 14 0 0 1 1 1 1 1 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 34 1 10 1
"67" 1 10 4 3 0.33 189.67769 174734 1 1 6 NA 15000 0 2 0 1 0 1 1 1 0 0 1 0 0 1 0 1 0 1 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 35 1 10 1
"68" 1 10 4 2 1.67 172.33043 772162 1 1 5 0 3808 NA 2 1 1 0 1 0 0 0 0 1 1 0 1 1 1 0 1 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 35 1 10 1
"69" 1 3 1 2 0.56 182.99832 73892 1 1 2 1 52000 NA 4 0 0 0 0 0 0 0 1 7 1 0 1 1 0 0 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 36 1 10 1
"70" 1 5 2 4 1.33 191.49159 645919 2 1 NA 0 46000 0 4 0 0 0 0 0 0 0 0 1 1 1 1 NA 0 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 37 1 10 1
"71" 1 1 1 1 0.33 221.67439 675093 1 1 2 0 101000 NA 3 0 0 0 0 0 0 0 0 19 1 1 1 1 0 0 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 38 1 10 1
"72" 1 8 4 4 0.4 15.51273 7343 1 1 6 0 13000 1 2 0 1 0 0 0 NA 0 0 20 0 0 1 1 1 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 39 1 10 1
"73" 1 10 4 2 0.5 15.13553 261030 1 1 2 0 0 0 4 1 1 0 0 0 0 0 0 32 0 1 1 NA 0 0 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 40 1 10 1
"74" 1 10 4 2 0.33 182.99832 255139 1 1 4 1 6200 0 4 1 1 0 0 0 0 0 1 13 0 1 1 0 0 0 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 40 1 10 1
"75" 1 10 5 4 0.33 171.66205 964529 1 1 4 0 6262 0 4 1 1 0 0 0 0 0 0 13 0 1 1 0 0 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 41 1 10 1
"76" 1 10 4 3 0.33 176.21004 741971 1 1 5 1 6960 0 4 1 1 0 0 0 0 0 0 17 0 0 1 0 1 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 42 1 10 1
"77" 1 10 4 3 0.6 170.33447 829123 1 1 3 1 -3064 0 4 1 1 0 0 1 0 0 1 6 0 0 1 0 0 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 42 1 10 1
"78" 1 10 4 2 1 182.99832 252740 3 1 4 1 15955 1 4 1 1 0 0 0 0 0 1 3 1 0 1 1 0 0 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 42 1 10 1
"79" 1 10 4 3 0.8 178.84964 816936 1 1 4 1 0 0 4 1 1 0 0 0 0 0 1 2 0 0 1 0 0 1 NA 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 43 1 10 1
"80" 1 10 4 3 0.5 191.49159 403142 1 1 4 1 6648 1 4 1 1 0 1 0 0 0 1 13 1 0 1 0 0 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 44 1 10 1
"81" 1 11 6 3 0.33 168.49764 172462 1 1 4 1 7630 0 1 1 1 0 0 1 1 1 0 22 0 0 0 1 0 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 45 1 10 1
"82" 1 10 5 2 0.33 171.66205 500716 1 1 4 NA 8700 0 1 1 1 0 NA 1 1 1 1 13 0 0 0 0 1 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 46 1 10 1
"83" 1 11 6 3 0.33 168.49764 870750 1 1 4 NA 7728 0 1 1 1 0 0 0 0 0 0 6 0 0 0 1 0 1 0 0.23 0.26 0.64 0.55 0.74 0.59 0.48 0.73 0.28 0.54 0.43 0.03 0.05 11.6 0.02 0.07 0.22 0.16 0.27 0.05 47 1 10 1
