"switch" "arsenic" "dist" "dist100" "assoc" "educ" "educ4"
"414" 1 0.73 11.2489995956421 0.112489995956421 1 0 0
"415" 1 0.69 4.88000011444092 0.0488000011444092 1 0 0
"416" 0 0.5 18.9379997253418 0.189379997253418 1 5 1.25
"417" 0 0.58 18.1429996490479 0.181429996490479 1 5 1.25
"418" 1 0.52 15.7790002822876 0.157790002822876 1 12 3
"419" 1 0.62 0.386999994516373 0.00386999994516373 1 5 1.25
"420" 0 0.48 12.9420003890991 0.129420003890991 1 5 1.25
"421" 1 3.33 14.9650001525879 0.149650001525879 1 5 1.25
"422" 0 0.33 14.8420000076294 0.148420000076294 1 5 1.25
"423" 1 0.31 12.6630001068115 0.126630001068115 1 0 0
