"arsenic","dist","dist100","assoc","educ","switch"
0.23,1.92200005054474,0.0192200005054474,1,2,0
0.08,26.3190002441406,0.263190002441406,1,0,0
0.06,14.2370004653931,0.142370004653931,1,0,1
0.1,7.0310001373291,0.070310001373291,0,9,0
0.05,10.0270004272461,0.100270004272461,1,0,1
0.09,12.164999961853,0.12164999961853,0,4,0
0.34,23.4489994049072,0.234489994049072,0,5,0
0.05,21.7089996337891,0.217089996337891,0,5,0
0.05,11.6820001602173,0.116820001602173,1,0,0
0.17,16.6469993591309,0.166469993591309,1,0,0
0.28,8.48099994659424,0.0848099994659424,0,0,0
0.15,16.6550006866455,0.166550006866455,0,7,1
0.12,17.4120006561279,0.174120006561279,1,6,1
0.05,15.4250001907349,0.154250001907349,1,0,0
0.15,12.0719995498657,0.120719995498657,0,6,1
0.09,12.5979995727539,0.125979995727539,1,5,1
0.24,14.4270000457764,0.144270000457764,1,10,1
0.05,26.2310009002686,0.262310009002686,0,8,0
0.05,31.9729995727539,0.319729995727539,0,14,1
0.24,33.5950012207031,0.335950012207031,1,0,0
0.05,22.9580001831055,0.229580001831055,1,8,0
0.27,5.78599977493286,0.0578599977493286,0,14,1
0.34,23.0629997253418,0.230629997253418,0,14,1
0.14,13.5229997634888,0.135229997634888,0,3,0
0.29,8.87100028991699,0.0887100028991699,1,0,0
0.46,15.3299999237061,0.153299999237061,1,0,0
0.18,6.52799987792969,0.0652799987792969,0,0,0
0.11,16.9060001373291,0.169060001373291,1,5,0
1.58,14.9370002746582,0.149370002746582,0,0,1
0.39,17.7430000305176,0.177430000305176,0,5,0
0.67,13.2189998626709,0.132189998626709,1,5,1
0.5,5.88399982452393,0.0588399982452393,1,5,0
1.4,6.82999992370605,0.0682999992370606,0,5,1
0.19,19.2709999084473,0.192709999084473,0,10,1
0.39,17.9850006103516,0.179850006103516,0,5,0
0.29,19.5629997253418,0.195629997253418,1,1,0
0.32,12.2779998779297,0.122779998779297,1,1,1
0.5,32.5589981079102,0.325589981079102,0,0,0
1.18,30.4060001373291,0.304060001373291,1,3,0
0.77,18.5510005950928,0.185510005950928,1,5,0
0.77,24.8290004730225,0.248290004730225,0,0,0
0.48,32.3219985961914,0.323219985961914,0,3,0
0.64,39.8819999694824,0.398819999694824,0,3,1
0.48,26.8700008392334,0.268700008392334,1,0,1
0.73,17.8110008239746,0.178110008239746,0,0,1
3.57,12.3009996414185,0.123009996414185,0,12,1
0.23,21.6529998779297,0.216529998779297,0,12,0
0.14,10.9010000228882,0.109010000228882,0,0,0
1.44,28.6709995269775,0.286709995269775,0,12,1
0.43,12.1999998092651,0.121999998092651,0,12,0
0.05,16.492000579834,0.16492000579834,0,5,0
0.05,12.753999710083,0.12753999710083,1,5,0
0.05,11.3109998703003,0.113109998703003,0,5,0
0.77,20.871000289917,0.20871000289917,1,5,0
0.06,2.60800004005432,0.0260800004005432,0,5,1
0.43,7.97200012207031,0.0797200012207031,0,5,1
0.77,20.1200008392334,0.201200008392334,1,0,1
0.73,13.4940004348755,0.134940004348755,1,5,0
0.05,9.91600036621094,0.0991600036621094,1,5,0
0.34,7.29400014877319,0.0729400014877319,1,0,0
0.09,1.16999995708466,0.0116999995708466,0,9,0
0.05,7.26800012588501,0.0726800012588501,0,5,0
1.9,19.1919994354248,0.191919994354248,0,0,1
0.72,28.6459999084473,0.286459999084473,0,8,0
0.88,16.1660003662109,0.161660003662109,0,0,0
1.04,27.42799949646,0.2742799949646,0,5,0
0.05,18.7299995422363,0.187299995422363,0,8,0
0.24,9.4980001449585,0.094980001449585,1,6,0
0.24,13.5329999923706,0.135329999923706,0,0,0
0.24,21.0729999542236,0.210729999542236,0,0,0
0.05,11.6639995574951,0.116639995574951,0,10,0
0.05,17.6000003814697,0.176000003814697,0,5,0
0.05,18.2250003814697,0.182250003814697,1,0,1
0.93,21.25,0.2125,0,5,1
1.21,15.83899974823,0.1583899974823,1,0,0
1.44,14.4180002212524,0.144180002212524,1,5,1
0.48,17.2600002288818,0.172600002288818,1,0,0
0.5,22.2730007171631,0.222730007171631,1,0,0
0.47,17.3910007476807,0.173910007476807,0,5,1
0.64,29.2779998779297,0.292779998779297,1,14,0
0.8,43.9440002441406,0.439440002441406,1,14,0
1.93,20.2299995422363,0.202299995422363,0,0,1
0.15,36.9519996643066,0.369519996643066,0,0,0
0.56,50.0919990539551,0.500919990539551,0,5,0
0.84,57.1049995422363,0.571049995422363,1,0,1
1.32,66.879997253418,0.66879997253418,0,5,0
0.52,69.4820022583008,0.694820022583008,0,3,0
1.19,48.7080001831055,0.487080001831055,1,5,0
1.18,22.6359996795654,0.226359996795654,1,12,0
1.26,10.1230001449585,0.101230001449585,0,5,0
0.88,42.8279991149902,0.428279991149902,0,8,0
3.16,21.0890007019043,0.210890007019043,0,5,0
2.12,47.5340003967285,0.475340003967285,0,5,0
0.76,15.7119998931885,0.157119998931885,0,5,1
0.5,13.1990003585815,0.131990003585815,0,5,1
0.56,12.1850004196167,0.121850004196167,0,5,0
0.41,12.7700004577637,0.127700004577637,0,5,0
0.29,7.80900001525879,0.0780900001525879,0,10,0
0.62,23.5590000152588,0.235590000152588,0,0,0
0.11,28.1919994354248,0.281919994354248,0,5,1
1.03,1.84800004959106,0.0184800004959106,0,5,1
0.31,23.326000213623,0.23326000213623,0,10,1
0.78,90.9209976196289,0.909209976196289,0,5,0
1.02,93.8280029296875,0.938280029296875,1,5,0
0.65,82.1060028076172,0.821060028076172,1,9,0
2.29,46.9560012817383,0.469560012817383,1,3,1
0.05,45.060001373291,0.45060001373291,1,3,0
1.6,24.2099990844727,0.242099990844727,1,4,1
0.35,5.59200000762939,0.0559200000762939,0,10,0
0.5,14.9320001602173,0.149320001602173,0,5,1
0.82,43.2900009155273,0.432900009155273,0,5,1
1.44,25.1469993591309,0.251469993591309,0,10,1
0.16,37.8219985961914,0.378219985961914,0,10,0
0.35,10.5710000991821,0.105710000991821,0,0,0
0.22,23.6110000610352,0.236110000610352,1,5,0
0.97,14.6040000915527,0.146040000915527,0,0,1
0.1,20.1520004272461,0.201520004272461,1,8,0
0.89,1.40100002288818,0.0140100002288818,0,8,0
1.39,8.21000003814697,0.0821000003814697,0,12,1
0.83,18.8680000305176,0.188680000305176,0,0,1
0.42,20.1299991607666,0.201299991607666,0,0,0
0.6,32.5149993896484,0.325149993896484,0,5,1
0.57,23.4009990692139,0.234009990692139,0,0,1
0.26,26.2180004119873,0.262180004119873,0,9,0
1.47,18.5319995880127,0.185319995880127,1,9,1
0.29,4.83500003814697,0.0483500003814697,1,5,1
1.11,36.2869987487793,0.362869987487793,0,10,1
2.38,40.4980010986328,0.404980010986328,0,12,1
0.1,30.1809997558594,0.301809997558594,0,5,0
3.97,90.5709991455078,0.905709991455078,0,0,0
3.51,115.157997131348,1.15157997131348,1,3,1
3.69,112.762001037598,1.12762001037598,1,0,0
2.95,93.4309997558594,0.934309997558594,1,0,1
3.21,97.2170028686523,0.972170028686523,0,0,0
3.65,88.3450012207031,0.883450012207031,1,0,1
4.42,41.1040000915527,0.411040000915527,1,5,1
4.12,46.2400016784668,0.462400016784668,0,3,1
3.62,65.3539962768555,0.653539962768555,1,3,1
3.8,43.7350006103516,0.437350006103516,1,2,1
4.46,61.5709991455078,0.615709991455078,0,5,1
4.03,62.9900016784668,0.629900016784668,1,2,1
4.04,78.4150009155273,0.784150009155273,1,0,1
3.32,63.5019989013672,0.635019989013672,0,5,1
2.07,69.2689971923828,0.692689971923828,1,5,0
1.43,57.9290008544922,0.579290008544922,1,6,1
2.3,85.3870010375977,0.853870010375977,0,5,1
1.41,110.609001159668,1.10609001159668,0,5,1
2.34,111.48999786377,1.1148999786377,1,0,1
1.5,176.197006225586,1.76197006225586,0,0,1
1.44,172.108001708984,1.72108001708984,0,0,0
1.54,177.802993774414,1.77802993774414,0,0,0
1.35,22.6709995269775,0.226709995269775,1,0,1
0.05,6.69099998474121,0.0669099998474121,0,0,0
0.05,3.25200009346008,0.0325200009346008,1,0,1
0.54,27.8810005187988,0.278810005187988,1,5,1
1.17,19.2600002288818,0.192600002288818,0,8,1
0.05,30.431999206543,0.30431999206543,1,0,1
0.11,18.0279998779297,0.180279998779297,1,9,1
0.05,6.68300008773804,0.0668300008773804,0,5,0
0.32,29.6070003509521,0.296070003509522,1,5,0
0.05,21.6200008392334,0.216200008392334,0,5,0
0.05,0.151999995112419,0.00151999995112419,0,5,0
0.16,13.4440002441406,0.134440002441406,0,9,0
0.05,20.9680004119873,0.209680004119873,1,10,1
0.05,20.9699993133545,0.209699993133545,0,8,0
0.05,9.75500011444092,0.0975500011444092,0,0,0
0.05,6.44299983978271,0.0644299983978271,1,7,1
0.25,15.1090002059937,0.151090002059937,0,0,0
0.05,20.2280006408691,0.202280006408691,0,0,0
0.23,12.7040004730225,0.127040004730225,0,0,0
0.36,52.9090003967285,0.529090003967285,0,0,0
0.45,69.9550018310547,0.699550018310547,0,0,0
1.02,24.5,0.245,0,0,0
1.11,6.63299989700317,0.0663299989700317,0,5,1
0.49,16.0240001678467,0.160240001678467,0,0,0
0.21,15.6370000839233,0.156370000839233,1,0,0
0.37,20.5359992980957,0.205359992980957,0,5,0
0.52,7.04099988937378,0.0704099988937378,0,10,0
0.56,30.3139991760254,0.303139991760254,1,8,0
0.34,14.2430000305176,0.142430000305176,1,6,0
0.29,24.3910007476807,0.243910007476807,1,6,0
0.27,21.2099990844727,0.212099990844727,0,5,0
0.29,22.261999130249,0.22261999130249,1,5,0
0.17,38.1889991760254,0.381889991760254,0,10,0
0.44,11.5030002593994,0.115030002593994,0,0,0
0.05,28.8099994659424,0.288099994659424,0,10,0
0.05,33.1080017089844,0.331080017089844,0,10,1
1.69,29.9220008850098,0.299220008850098,0,10,1
0.47,20.0200004577637,0.200200004577637,0,0,0
0.61,21.9790000915527,0.219790000915527,1,0,1
0.42,12.4899997711182,0.124899997711182,0,9,0
2.17,10.4580001831055,0.104580001831055,1,5,1
0.48,21.1469993591309,0.211469993591309,0,0,0
0.77,2.02900004386902,0.0202900004386902,0,0,1
0.61,74.9990005493164,0.749990005493164,0,5,0
0.96,81.9710006713867,0.819710006713867,1,3,1
0.94,92.1760025024414,0.921760025024414,1,5,1
0.93,106.608001708984,1.06608001708984,1,3,1
1.02,103.060997009277,1.03060997009277,1,4,0
1.24,86.6050033569336,0.866050033569336,0,0,0
1.42,110.561996459961,1.10561996459961,0,5,0
1.31,122.325996398926,1.22325996398926,0,5,0
0.83,122.018997192383,1.22018997192383,0,0,0
2.64,57.632999420166,0.57632999420166,1,2,0
1.84,39.5960006713867,0.395960006713867,0,5,0
2.48,39.515998840332,0.39515998840332,0,0,0
1.27,21.5550003051758,0.215550003051758,0,10,0
0.25,21.0610008239746,0.210610008239746,1,0,1
0.69,51.7480010986328,0.517480010986328,0,0,0
0.05,28.8020000457764,0.288020000457764,0,0,0
0.61,13.5209999084473,0.135209999084473,1,5,1
0.5,7.13600015640259,0.0713600015640259,1,0,0
0.2,20.3959999084473,0.203959999084473,0,8,1
0.89,31.4540004730225,0.314540004730225,0,5,0
0.85,17.5480003356934,0.175480003356934,0,12,0
0.49,14.835000038147,0.14835000038147,0,5,0
0.29,33.742000579834,0.33742000579834,0,9,0
0.16,82.8320007324219,0.828320007324219,0,0,1
0.99,97.0479965209961,0.970479965209961,1,5,1
0.75,89.4309997558594,0.894309997558594,0,5,1
0.81,19.2639999389648,0.192639999389648,1,0,0
1.81,53.3629989624023,0.533629989624023,1,9,0
1.25,30.128999710083,0.30128999710083,1,0,0
1.12,27.136999130249,0.27136999130249,1,9,1
1.03,14.5340003967285,0.145340003967285,1,0,1
0.71,28.7119998931885,0.287119998931885,1,0,1
2.16,20.6399993896484,0.206399993896484,1,0,1
1.7,36.75,0.3675,0,5,1
1.84,49.6800003051758,0.496800003051758,0,5,1
1.26,102.710998535156,1.02710998535156,1,0,0
2.53,108.615997314453,1.08615997314453,1,0,0
2.95,96.4359970092773,0.964359970092773,0,0,0
0.62,100.861000061035,1.00861000061035,0,0,0
3.01,137.899993896484,1.37899993896484,0,10,1
2.56,124.670997619629,1.24670997619629,1,5,0
1.97,151.065994262695,1.51065994262695,0,10,1
1.2,121.575996398926,1.21575996398926,1,5,0
0.89,32.8499984741211,0.328499984741211,0,0,0
0.22,11.246000289917,0.11246000289917,0,0,0
0.08,5.17899990081787,0.0517899990081787,0,0,1
0.52,8.54699993133545,0.0854699993133545,0,10,0
2.49,27.9740009307861,0.279740009307861,0,4,1
1.25,29.4580001831055,0.294580001831055,0,0,1
1.13,19.6599998474121,0.196599998474121,1,5,0
0.05,5.91099977493286,0.0591099977493286,0,0,0
0.05,19.0739994049072,0.190739994049072,1,5,0
0.35,32.1279983520508,0.321279983520508,0,14,0
1.13,47.7089996337891,0.477089996337891,0,12,1
0.52,71.5230026245117,0.715230026245117,0,10,1
0.88,67.1760025024414,0.671760025024414,1,10,1
3.48,69.9670028686523,0.699670028686523,0,5,0
0.56,83.5719985961914,0.835719985961914,0,10,0
0.42,90.6210021972656,0.906210021972656,1,5,0
1.77,71.4250030517578,0.714250030517578,0,0,1
1.35,71.4250030517578,0.714250030517578,0,5,0
1.67,71.4250030517578,0.714250030517578,0,0,1
1.92,71.4250030517578,0.714250030517578,0,10,0
2.41,190.287994384766,1.90287994384766,0,7,0
2.36,186.304992675781,1.86304992675781,0,5,0
2.31,170.929000854492,1.70929000854492,0,0,1
2.55,140.820999145508,1.40820999145508,0,10,1
2.41,218.300003051758,2.18300003051758,0,0,0
1.46,53.5439987182617,0.535439987182617,0,14,1
2,63.6020011901855,0.636020011901855,0,0,1
1.32,67.4929962158203,0.674929962158203,0,5,1
1.75,66.7360000610352,0.667360000610352,0,5,1
1.84,47.9959983825684,0.479959983825684,0,0,1
1.72,54.4160003662109,0.544160003662109,0,5,0
1.77,94.7229995727539,0.947229995727539,0,5,0
2.77,70.7740020751953,0.707740020751953,0,7,1
0.73,11.2489995956421,0.112489995956421,1,0,1
0.69,4.88000011444092,0.0488000011444092,1,0,1
0.5,18.9379997253418,0.189379997253418,1,5,0
0.58,18.1429996490479,0.181429996490479,1,5,0
0.52,15.7790002822876,0.157790002822876,1,12,1
0.62,0.386999994516373,0.00386999994516373,1,5,1
0.48,12.9420003890991,0.129420003890991,1,5,0
3.33,14.9650001525879,0.149650001525879,1,5,1
0.33,14.8420000076294,0.148420000076294,1,5,0
0.31,12.6630001068115,0.126630001068115,1,0,1
0.39,6.98899984359741,0.0698899984359741,1,0,0
0.44,10.66100025177,0.1066100025177,1,5,0
0.42,18.1909999847412,0.181909999847412,0,0,1
0.33,10.4490003585815,0.104490003585815,1,0,0
0.51,24.6770000457764,0.246770000457764,0,0,0
1.02,20.5790004730225,0.205790004730225,1,0,1
0.4,12.8830003738403,0.128830003738403,0,0,0
1.26,17.5069999694824,0.175069999694824,1,0,0
0.41,6.36999988555908,0.0636999988555908,0,0,0
0.35,9.01500034332275,0.0901500034332275,0,0,0
0.6,22.8819999694824,0.228819999694824,0,5,1
0.59,6.7960000038147,0.067960000038147,0,5,1
0.44,25.7569999694824,0.257569999694824,0,0,1
0.22,3.54299998283386,0.0354299998283386,1,10,0
0.72,21.5709991455078,0.215709991455078,0,0,1
0.66,8.99600028991699,0.0899600028991699,1,0,1
0.74,2.40899991989136,0.0240899991989136,1,0,1
0.71,9.30599975585938,0.0930599975585937,1,0,1
0.86,21.996000289917,0.21996000289917,1,7,1
0.28,22.5629997253418,0.225629997253418,0,5,0
0.51,14.0769996643066,0.140769996643066,0,10,0
0.05,13.331000328064,0.13331000328064,0,0,1
0.63,4.09800004959106,0.0409800004959106,1,5,1
0.18,7.33799982070923,0.0733799982070923,1,5,0
0.4,31.746000289917,0.31746000289917,1,5,0
0.09,14.9530000686646,0.149530000686646,0,5,0
0.43,26.4090003967285,0.264090003967285,0,10,1
0.58,29.6490001678467,0.296490001678467,1,5,1
0.31,22.0709991455078,0.220709991455078,1,0,1
0.55,11.3769998550415,0.113769998550415,0,5,0
1.26,29.5410003662109,0.295410003662109,0,0,1
0.52,33.367000579834,0.33367000579834,0,10,0
0.83,26.7150001525879,0.267150001525879,0,10,0
0.16,21.2280006408691,0.212280006408691,1,3,0
0.05,20.2740001678467,0.202740001678467,1,3,0
0.13,13.5880002975464,0.135880002975464,0,3,1
0.05,20.0909996032715,0.200909996032715,0,5,0
0.27,17.6340007781982,0.176340007781982,1,4,0
0.2,31.4720001220703,0.314720001220703,0,3,1
0.33,22.6529998779297,0.226529998779297,1,0,1
0.57,21.1180000305176,0.211180000305176,0,5,0
0.24,10.9040002822876,0.109040002822876,1,0,0
0.32,18.7639999389648,0.187639999389648,0,0,0
0.37,22.363000869751,0.22363000869751,0,5,0
0.48,26.5370006561279,0.265370006561279,1,0,1
0.53,71.4820022583008,0.714820022583008,0,0,0
0.67,71.6370010375977,0.716370010375977,1,0,0
0.19,8.72500038146973,0.0872500038146973,1,5,0
0.27,12.4329996109009,0.124329996109009,1,10,0
3.5,23.8309993743896,0.238309993743896,0,5,1
0.12,6.51300001144409,0.0651300001144409,0,6,0
0.39,16.7450008392334,0.167450008392334,0,10,0
2.8,5.72800016403198,0.0572800016403198,1,12,1
0.29,19.0550003051758,0.190550003051758,1,8,0
0.27,8.82999992370605,0.0882999992370605,1,0,0
0.22,19.0839996337891,0.190839996337891,1,4,1
0.12,15.5609998703003,0.155609998703003,1,6,0
0.48,21.0809993743896,0.210809993743896,0,5,1
0.77,15.8149995803833,0.158149995803833,1,5,1
0.74,32.5870018005371,0.325870018005371,1,5,1
0.77,40.1310005187988,0.401310005187988,0,10,1
1.58,49.6380004882812,0.496380004882812,1,2,1
0.8,24.886999130249,0.24886999130249,0,10,1
0.55,47.6710014343262,0.476710014343262,1,0,0
0.9,56.5909996032715,0.565909996032715,1,10,1
0.52,74.1169967651367,0.741169967651367,0,8,0
2.59,81.8489990234375,0.818489990234375,1,0,1
1.27,86.0940017700195,0.860940017700195,1,8,1
0.97,71.8059997558594,0.718059997558594,0,14,0
1.47,61.7449989318848,0.617449989318848,1,4,0
1.03,25.0450000762939,0.250450000762939,0,12,0
0.2,34.4850006103516,0.344850006103516,0,10,1
0.17,27.0499992370605,0.270499992370605,0,7,0
0.05,12.3900003433228,0.123900003433228,1,2,0
0.93,19.9290008544922,0.199290008544922,1,2,0
0.19,34.4710006713867,0.344710006713867,0,0,0
0.45,53.310001373291,0.53310001373291,1,5,0
0.79,50.1189994812012,0.501189994812012,0,10,0
0.21,24.1900005340576,0.241900005340576,1,5,0
0.66,53.8160018920898,0.538160018920898,1,5,0
0.05,44.9910011291504,0.449910011291504,0,0,0
0.85,33.5029983520508,0.335029983520508,1,10,0
0.41,37.8800010681152,0.378800010681152,0,10,0
0.93,58.3559989929199,0.583559989929199,0,5,0
1.42,17.9540004730225,0.179540004730225,0,12,0
0.75,28.0270004272461,0.280270004272461,0,4,0
1.46,31.6679992675781,0.316679992675781,0,8,0
1.16,34.4370002746582,0.344370002746582,0,5,0
1.6,57.8600006103516,0.578600006103516,0,14,1
1.17,50.9519996643066,0.509519996643066,0,15,0
0.83,60.7529983520508,0.607529983520508,1,0,1
0.36,26.1630001068115,0.261630001068115,0,5,0
0.29,6.00699996948242,0.0600699996948242,1,8,0
1.24,74.8769989013672,0.748769989013672,0,5,1
3.08,57.9599990844727,0.579599990844727,0,5,1
1.01,20.8430004119873,0.208430004119873,0,5,1
3.59,61.6240005493164,0.616240005493164,0,0,1
3.01,83.3209991455078,0.833209991455078,0,5,1
1.96,76.0660018920898,0.760660018920898,0,7,1
1.67,105.866996765137,1.05866996765137,0,5,1
1.69,112.675003051758,1.12675003051758,0,0,0
2.71,197.134994506836,1.97134994506836,1,5,0
1.27,304.096984863281,3.04096984863281,1,5,0
1.43,339.531005859375,3.39531005859375,0,4,0
1,70.2710037231445,0.702710037231445,0,5,0
0.52,92.7440032958984,0.927440032958984,0,5,0
0.65,55.9210014343262,0.559210014343262,0,9,0
0.7,50.8289985656738,0.508289985656738,1,0,0
0.51,37.601001739502,0.37601001739502,0,0,0
1.02,17.9309997558594,0.179309997558594,0,0,0
2.05,11.8170003890991,0.118170003890991,0,5,1
0.41,12.8900003433228,0.128900003433228,1,7,0
0.77,18.7970008850098,0.187970008850098,1,0,1
0.12,0.739000022411346,0.00739000022411346,0,9,0
0.33,13.3900003433228,0.133900003433228,0,4,0
0.68,33.6860008239746,0.336860008239746,0,5,1
