Age	Male	Year	Deaths	Population	Rate
37	1	2000	2945	1576036	186.9
37	1	2001	3060	1559237	196.2
37	1	2002	2899	1506700	192.4
37	1	2003	2659	1379892	192.7
37	1	2004	2459	1335607	184.1
37	1	2005	2395	1308647	183.0
37	1	2006	2404	1335906	180.0
37	1	2007	2509	1399035	179.3
37	1	2008	2555	1352601	188.9
37	1	2009	2268	1245984	182.0
37	1	2010	2128	1171744	181.6
37	1	2011	2041	1130288	180.6
37	1	2012	2145	1166396	183.9
37	1	2013	2099	1119418	187.5
38	0	1999	1806	1615867	111.8
38	0	2000	1770	1613998	109.7
38	0	2001	1858	1574644	118.0
38	0	2002	1723	1552765	111.0
38	0	2003	1686	1492942	112.9
38	0	2004	1570	1372911	114.4
38	0	2005	1506	1328466	113.4
38	0	2006	1437	1296970	110.8
38	0	2007	1490	1319480	112.9
38	0	2008	1500	1376554	109.0
38	0	2009	1507	1342770	112.2
38	0	2010	1422	1254823	113.3
38	0	2011	1329	1148573	115.7
38	0	2012	1296	1118614	115.9
38	0	2013	1349	1147668	117.5
38	1	1999	3326	1615478	205.9
38	1	2000	3312	1616216	204.9
38	1	2001	3406	1571768	216.7
38	1	2002	3222	1554527	207.3
38	1	2003	3032	1501433	201.9
38	1	2004	2762	1378145	200.4
38	1	2005	2630	1332255	197.4
38	1	2006	2549	1306223	195.1
38	1	2007	2635	1332504	197.7
38	1	2008	2695	1395155	193.2
38	1	2009	2648	1348812	196.3
38	1	2010	2399	1266843	189.4
38	1	2011	2290	1155103	198.3
38	1	2012	2172	1130648	192.1
38	1	2013	2208	1165832	189.4
39	0	1999	1974	1659066	119.0
39	0	2000	1987	1644873	120.8
39	0	2001	2104	1602270	131.3
39	0	2002	2094	1573223	133.1
39	0	2003	1963	1551459	126.5
39	0	2004	1834	1492191	122.9
39	0	2005	1750	1372474	127.5
39	0	2006	1705	1328374	128.4
39	0	2007	1570	1297031	121.0
39	0	2008	1570	1319796	119.0
39	0	2009	1663	1377071	120.8
39	0	2010	1614	1364632	118.3
39	0	2011	1522	1230771	123.7
39	0	2012	1462	1148686	127.3
39	0	2013	1445	1118355	129.2
39	1	1999	3497	1661896	210.4
39	1	2000	3551	1639431	216.6
39	1	2001	3618	1602442	225.8
39	1	2002	3546	1569226	226.0
39	1	2003	3468	1552013	223.5
39	1	2004	3178	1503633	211.4
39	1	2005	3005	1379789	217.8
39	1	2006	2833	1335666	212.1
39	1	2007	2690	1309642	205.4
39	1	2008	2682	1336709	200.6
39	1	2009	2776	1400082	198.3
39	1	2010	2743	1373471	199.7
39	1	2011	2679	1241089	215.9
39	1	2012	2371	1154986	205.3
39	1	2013	2302	1129693	203.8
40	0	1999	2041	1672820	122.0
40	0	2000	2149	1673748	128.4
40	0	2001	2258	1642618	137.5
40	0	2002	2266	1598969	141.7
40	0	2003	2168	1569276	138.2
40	0	2004	2104	1547164	136.0
40	0	2005	1990	1487614	133.8
40	0	2006	1845	1367963	134.9
40	0	2007	1856	1323400	140.2
40	0	2008	1757	1291709	136.0
40	0	2009	1822	1313862	138.7
40	0	2010	1782	1369451	130.1
40	0	2011	1825	1342446	135.9
40	0	2012	1643	1230488	133.5
40	0	2013	1597	1147917	139.1
40	1	1999	3816	1685587	226.4
40	1	2000	3914	1688687	231.8
40	1	2001	3992	1637990	243.7
40	1	2002	4095	1595322	256.7
40	1	2003	3833	1560129	245.7
40	1	2004	3638	1544664	235.5
40	1	2005	3485	1494331	233.2
40	1	2006	3234	1371210	235.9
40	1	2007	3020	1325691	227.8
40	1	2008	2809	1298659	216.3
40	1	2009	2969	1324140	224.2
40	1	2010	2920	1390248	210.0
40	1	2011	3002	1353318	221.8
40	1	2012	2741	1240744	220.9
40	1	2013	2545	1153597	220.6
41	0	1999	2253	1633997	137.9
41	0	2000	2358	1622085	145.4
41	0	2001	2372	1660797	142.8
41	0	2002	2457	1641848	149.6
41	0	2003	2442	1598988	152.7
41	0	2004	2286	1570432	145.6
41	0	2005	2268	1549158	146.4
41	0	2006	2188	1490574	146.8
41	0	2007	2035	1371503	148.4
41	0	2008	1958	1327505	147.5
41	0	2009	1977	1296401	152.5
41	0	2010	1874	1305670	143.5
41	0	2011	1902	1370166	138.8
41	0	2012	1982	1341863	147.7
41	0	2013	1808	1229243	147.1
41	1	1999	4127	1626261	253.8
41	1	2000	4176	1615477	258.5
41	1	2001	4230	1669979	253.3
41	1	2002	4359	1634918	266.6
41	1	2003	4284	1592925	268.9
41	1	2004	4074	1561143	261.0
41	1	2005	3967	1545916	256.6
41	1	2006	3637	1498215	242.8
41	1	2007	3443	1375267	250.4
41	1	2008	3321	1330385	249.6
41	1	2009	3265	1303958	250.4
41	1	2010	3100	1313017	236.1
41	1	2011	3253	1385719	234.8
41	1	2012	3142	1352543	232.3
41	1	2013	2919	1239235	235.5
42	0	1999	2400	1657792	144.8
42	0	2000	2506	1660528	150.9
42	0	2001	2539	1627555	156.0
42	0	2002	2719	1657389	164.1
42	0	2003	2707	1637784	165.3
42	0	2004	2648	1594574	166.1
42	0	2005	2633	1565676	168.2
42	0	2006	2548	1544000	165.0
42	0	2007	2288	1485322	154.0
42	0	2008	2214	1366134	162.1
42	0	2009	2065	1321775	156.2
42	0	2010	1958	1292760	151.5
42	0	2011	2174	1316035	165.2
42	0	2012	2132	1369478	155.7
42	0	2013	2171	1340650	161.9
42	1	1999	4382	1656577	264.5
42	1	2000	4485	1656852	270.7
42	1	2001	4519	1623360	278.4
42	1	2002	4703	1664628	282.5
42	1	2003	4602	1628684	282.6
42	1	2004	4513	1588549	284.1
42	1	2005	4577	1555542	294.2
42	1	2006	4302	1541359	279.1
42	1	2007	3923	1493435	262.7
42	1	2008	3578	1370553	261.1
42	1	2009	3554	1325369	268.2
42	1	2010	3331	1303419	255.6
42	1	2011	3401	1324854	256.7
42	1	2012	3368	1384202	243.3
42	1	2013	3465	1350606	256.6
43	0	1999	2590	1586599	163.2
43	0	2000	2769	1620636	170.9
43	0	2001	2858	1647985	173.4
43	0	2002	2949	1625600	181.4
43	0	2003	2908	1655577	175.6
43	0	2004	2936	1636534	179.4
43	0	2005	2916	1593885	182.9
43	0	2006	2835	1565438	181.1
43	0	2007	2711	1544318	175.5
43	0	2008	2613	1485949	175.8
43	0	2009	2435	1367068	178.1
43	0	2010	2255	1330251	169.5
43	0	2011	2275	1288968	176.5
43	0	2012	2290	1315147	174.1
43	0	2013	2281	1367896	166.8
43	1	1999	4822	1570920	307.0
43	1	2000	4935	1610750	306.4
43	1	2001	5040	1642182	306.9
43	1	2002	5041	1618569	311.4
43	1	2003	5134	1659334	309.4
43	1	2004	4914	1625229	302.4
43	1	2005	4849	1584707	306.0
43	1	2006	4821	1552594	310.5
43	1	2007	4487	1538607	291.6
43	1	2008	4251	1491103	285.1
43	1	2009	3835	1368410	280.3
43	1	2010	3520	1328929	264.9
43	1	2011	3538	1297047	272.8
43	1	2012	3535	1323097	267.2
43	1	2013	3674	1381490	265.9
44	0	1999	2854	1582310	180.4
44	0	2000	2837	1589128	178.5
44	0	2001	3074	1641228	187.3
44	0	2002	3158	1642323	192.3
44	0	2003	3186	1618646	196.8
44	0	2004	3143	1647323	190.8
44	0	2005	3199	1627177	196.6
44	0	2006	3171	1583608	200.2
44	0	2007	3078	1554086	198.1
44	0	2008	3038	1532025	198.3
44	0	2009	2937	1472943	199.4
44	0	2010	2597	1371654	189.3
44	0	2011	2548	1320900	192.9
44	0	2012	2385	1287693	185.2
44	0	2013	2500	1313266	190.4
44	1	1999	5000	1578461	316.8
44	1	2000	5190	1579754	328.5
44	1	2001	5330	1628858	327.2
44	1	2002	5552	1633476	339.9
44	1	2003	5552	1607957	345.3
44	1	2004	5254	1648680	318.7
44	1	2005	5398	1612655	334.7
44	1	2006	5152	1571718	327.8
44	1	2007	5038	1538303	327.5
44	1	2008	4853	1523318	318.6
44	1	2009	4590	1474835	311.2
44	1	2010	4154	1370019	303.2
44	1	2011	3930	1320162	297.7
44	1	2012	3786	1294959	292.4
44	1	2013	3902	1319912	295.6
45	0	1999	3000	1586160	189.1
45	0	2000	3023	1604062	188.5
45	0	2001	3264	1582745	206.2
45	0	2002	3421	1636204	209.1
45	0	2003	3434	1636840	209.8
45	0	2004	3462	1612930	214.6
45	0	2005	3497	1641270	213.1
45	0	2006	3467	1620980	213.9
45	0	2007	3258	1577340	206.6
45	0	2008	3372	1547617	217.9
45	0	2009	3207	1525353	210.2
45	0	2010	2956	1497398	197.4
45	0	2011	2821	1353538	208.4
45	0	2012	2718	1319446	206.0
45	0	2013	2682	1285609	208.6
45	1	1999	5304	1580233	335.6
45	1	2000	5581	1603209	348.1
45	1	2001	5572	1569892	354.9
45	1	2002	5796	1620113	357.8
45	1	2003	5853	1623536	360.5
45	1	2004	5748	1598410	359.6
45	1	2005	5855	1637839	357.5
45	1	2006	5633	1601855	351.7
45	1	2007	5547	1560536	355.5
45	1	2008	5379	1526554	352.4
45	1	2009	5286	1510677	349.9
45	1	2010	4922	1495558	329.1
45	1	2011	4486	1352095	331.8
45	1	2012	4148	1317328	314.9
45	1	2013	4036	1290938	312.6
46	0	1999	3162	1514128	208.8
46	0	2000	3115	1539987	202.3
46	0	2001	3404	1596311	213.2
46	0	2002	3522	1580056	222.9
46	0	2003	3659	1634229	223.9
46	0	2004	3825	1635669	233.8
46	0	2005	3781	1612814	234.4
46	0	2006	3705	1642209	225.6
46	0	2007	3781	1622797	233.0
46	0	2008	3681	1580005	233.0
46	0	2009	3696	1551103	238.3
46	0	2010	3564	1533398	232.4
46	0	2011	3448	1463686	235.6
46	0	2012	3104	1351803	229.6
46	0	2013	2933	1316891	222.7
46	1	1999	5647	1492955	378.2
46	1	2000	5917	1517387	389.9
46	1	2001	6013	1591084	377.9
46	1	2002	6352	1566269	405.5
46	1	2003	6410	1617673	396.2
46	1	2004	6258	1623933	385.4
46	1	2005	6279	1600286	392.4
46	1	2006	6218	1642142	378.7
46	1	2007	6226	1607976	387.2
46	1	2008	6006	1568096	383.0
46	1	2009	5836	1535291	380.1
46	1	2010	5656	1518705	372.4
46	1	2011	5166	1458028	354.3
46	1	2012	4779	1348852	354.3
46	1	2013	4688	1312668	357.1
47	0	1999	3271	1501724	217.8
47	0	2000	3451	1521965	226.7
47	0	2001	3655	1555337	235.0
47	0	2002	3763	1593967	236.1
47	0	2003	3815	1578391	241.7
47	0	2004	3923	1633292	240.2
47	0	2005	4021	1635467	245.9
47	0	2006	4057	1613382	251.5
47	0	2007	4085	1643701	248.5
47	0	2008	4131	1625026	254.2
47	0	2009	4071	1582902	257.2
47	0	2010	3910	1554544	251.5
47	0	2011	3768	1524948	247.1
47	0	2012	3615	1461316	247.4
47	0	2013	3421	1348595	253.7
47	1	1999	5864	1484528	395.0
47	1	2000	6225	1503099	414.1
47	1	2001	6505	1535422	423.7
47	1	2002	6625	1586288	417.6
47	1	2003	6790	1561527	434.8
47	1	2004	6859	1614402	424.9
47	1	2005	6663	1621343	411.0
47	1	2006	6768	1598906	423.3
47	1	2007	6488	1641599	395.2
47	1	2008	6654	1607985	413.8
47	1	2009	6450	1568469	411.2
47	1	2010	6224	1537954	404.7
47	1	2011	6133	1511800	405.7
47	1	2012	5686	1453804	391.1
47	1	2013	5289	1343492	393.7
48	0	1999	3379	1413387	239.1
48	0	2000	3570	1481776	240.9
48	0	2001	3672	1519320	241.7
48	0	2002	4028	1551501	259.6
48	0	2003	4069	1589834	255.9
48	0	2004	4171	1574064	265.0
48	0	2005	4373	1628612	268.5
48	0	2006	4349	1630777	266.7
48	0	2007	4431	1608438	275.5
48	0	2008	4382	1638570	267.4
48	0	2009	4487	1619766	277.0
48	0	2010	4182	1587746	263.4
48	0	2011	4151	1547889	268.2
48	0	2012	4132	1521926	271.5
48	0	2013	3881	1457669	266.2
48	1	1999	6082	1392588	436.7
48	1	2000	6579	1464374	449.3
48	1	2001	6840	1495632	457.3
48	1	2002	6998	1527960	458.0
48	1	2003	7193	1577599	455.9
48	1	2004	7111	1552817	457.9
48	1	2005	7230	1604717	450.5
48	1	2006	7401	1611243	459.3
48	1	2007	7029	1588419	442.5
48	1	2008	7182	1630200	440.6
48	1	2009	7020	1595889	439.9
48	1	2010	6853	1568093	437.0
48	1	2011	6695	1528628	438.0
48	1	2012	6402	1506627	424.9
48	1	2013	6081	1447624	420.1
49	0	1999	3714	1440339	257.9
49	0	2000	3713	1425320	260.5
49	0	2001	4111	1479362	277.9
49	0	2002	4208	1517296	277.3
49	0	2003	4357	1549926	281.1
49	0	2004	4417	1589041	278.0
49	0	2005	4511	1573946	286.6
49	0	2006	4638	1629335	284.7
49	0	2007	4548	1632301	278.6
49	0	2008	4849	1610704	301.0
49	0	2009	4778	1641651	291.0
49	0	2010	4718	1623154	290.7
49	0	2011	4811	1573096	305.8
49	0	2012	4529	1544472	293.2
49	0	2013	4576	1517965	301.5
49	1	1999	6551	1419067	461.6
49	1	2000	6831	1401215	487.5
49	1	2001	7115	1460349	487.2
49	1	2002	7331	1491055	491.7
49	1	2003	7573	1524044	496.9
49	1	2004	7489	1575345	475.4
49	1	2005	7899	1551330	509.2
49	1	2006	7808	1604869	486.5
49	1	2007	7749	1612559	480.5
49	1	2008	7823	1590724	491.8
49	1	2009	7650	1633561	468.3
49	1	2010	7751	1597594	485.2
49	1	2011	7542	1550149	486.5
49	1	2012	7151	1522405	469.7
49	1	2013	7028	1499627	468.6
50	0	1999	4021	1444564	278.4
50	0	2000	4158	1444691	287.8
50	0	2001	4139	1445177	286.4
50	0	2002	4283	1474338	290.5
50	0	2003	4558	1511242	301.6
50	0	2004	4689	1542996	303.9
50	0	2005	4867	1581150	307.8
50	0	2006	4924	1565307	314.6
50	0	2007	5056	1619657	312.2
50	0	2008	5158	1621797	318.0
50	0	2009	5187	1599395	324.3
50	0	2010	5126	1640542	312.5
50	0	2011	5322	1618244	328.9
50	0	2012	5008	1569296	319.1
50	0	2013	5006	1540171	325.0
50	1	1999	6787	1424187	476.6
50	1	2000	7096	1427951	496.9
50	1	2001	7294	1416911	514.8
50	1	2002	7713	1451025	531.6
50	1	2003	7940	1479816	536.6
50	1	2004	8036	1511466	531.7
50	1	2005	8248	1560886	528.4
50	1	2006	8383	1535555	545.9
50	1	2007	8355	1587187	526.4
50	1	2008	8576	1593345	538.2
50	1	2009	8258	1570098	526.0
50	1	2010	8320	1626419	511.6
50	1	2011	8311	1591445	522.2
50	1	2012	8072	1542974	523.1
50	1	2013	7890	1514639	520.9
51	0	1999	4560	1416582	321.9
51	0	2000	4378	1402969	312.1
51	0	2001	4422	1435038	308.1
51	0	2002	4640	1444244	321.3
51	0	2003	4782	1474667	324.3
51	0	2004	4854	1513002	320.8
51	0	2005	5107	1546370	330.3
51	0	2006	5199	1586146	327.8
51	0	2007	5394	1571779	343.2
51	0	2008	5499	1627989	337.8
51	0	2009	5579	1631732	341.9
51	0	2010	5469	1602626	341.3
51	0	2011	5572	1624601	343.0
51	0	2012	5644	1613805	349.7
51	0	2013	5612	1564462	358.7
51	1	1999	7472	1388375	538.2
51	1	2000	7431	1374140	540.8
51	1	2001	7667	1414344	542.1
51	1	2002	7987	1413580	565.0
51	1	2003	8299	1449359	572.6
51	1	2004	8458	1480656	571.2
51	1	2005	8684	1514396	573.4
51	1	2006	8783	1566400	560.7
51	1	2007	8853	1543093	573.7
51	1	2008	9205	1597374	576.3
51	1	2009	9259	1605813	576.6
51	1	2010	8818	1572967	560.6
51	1	2011	8893	1603848	554.5
51	1	2012	8953	1583400	565.4
51	1	2013	8832	1534695	575.5
52	0	1999	5239	1560321	335.8
52	0	2000	4987	1463985	340.6
52	0	2001	4936	1411792	349.6
52	0	2002	4789	1430487	334.8
52	0	2003	4985	1438910	346.4
52	0	2004	5003	1468451	340.7
52	0	2005	5404	1506027	358.8
52	0	2006	5504	1538457	357.8
52	0	2007	5529	1577365	350.5
52	0	2008	5801	1562272	371.3
52	0	2009	6119	1617536	378.3
52	0	2010	6089	1630568	373.4
52	0	2011	6049	1601473	377.7
52	0	2012	6013	1619586	371.3
52	0	2013	6099	1608396	379.2
52	1	1999	8521	1533310	555.7
52	1	2000	8274	1435246	576.5
52	1	2001	8039	1381048	582.1
52	1	2002	8377	1406095	595.8
52	1	2003	8440	1404074	601.1
52	1	2004	9015	1438806	626.6
52	1	2005	9413	1468770	640.9
52	1	2006	9470	1501536	630.7
52	1	2007	9328	1552250	600.9
52	1	2008	9567	1528091	626.1
52	1	2009	9864	1580764	624.0
52	1	2010	9595	1598355	600.3
52	1	2011	9722	1570257	619.1
52	1	2012	9633	1595377	603.8
52	1	2013	9637	1574349	612.1
53	0	1999	4546	1091656	416.4
53	0	2000	5750	1461301	393.5
53	0	2001	5571	1422309	391.7
53	0	2002	5424	1409335	384.9
53	0	2003	5241	1428764	366.8
53	0	2004	5225	1437993	363.4
53	0	2005	5486	1468406	373.6
53	0	2006	5692	1506784	377.8
53	0	2007	5755	1540004	373.7
53	0	2008	6043	1579895	382.5
53	0	2009	6248	1565663	399.1
53	0	2010	6094	1596930	381.6
53	0	2011	6462	1615684	400.0
53	0	2012	6335	1596167	396.9
53	0	2013	6474	1613740	401.2
53	1	1999	7165	1056726	678.0
53	1	2000	9171	1427937	642.3
53	1	2001	8781	1390596	631.5
53	1	2002	8946	1375783	650.2
53	1	2003	8853	1401669	631.6
53	1	2004	9337	1400637	666.6
53	1	2005	9688	1436129	674.6
53	1	2006	9850	1467311	671.3
53	1	2007	10120	1501213	674.1
53	1	2008	10150	1553170	653.5
53	1	2009	10368	1530007	677.6
53	1	2010	10410	1559534	667.5
53	1	2011	10428	1579456	660.2
53	1	2012	10317	1561258	660.8
53	1	2013	10377	1585438	654.5
54	0	1999	4765	1143606	416.7
54	0	2000	5031	1100253	457.3
54	0	2001	6181	1534202	402.9
54	0	2002	6010	1420170	423.2
54	0	2003	5826	1408058	413.8
54	0	2004	5727	1428411	400.9
54	0	2005	5762	1438646	400.5
54	0	2006	6007	1469787	408.7
54	0	2007	6130	1509024	406.2
54	0	2008	6176	1543278	400.2
54	0	2009	6541	1584120	412.9
54	0	2010	6631	1572193	421.8
54	0	2011	6967	1611897	432.2
54	0	2012	6837	1610165	424.6
54	0	2013	6889	1590152	433.2
54	1	1999	7758	1111369	698.1
54	1	2000	7683	1068317	719.2
54	1	2001	9905	1496660	661.8
54	1	2002	9599	1384786	693.2
54	1	2003	9755	1370374	711.8
54	1	2004	9430	1397069	675.0
54	1	2005	9901	1396196	709.1
54	1	2006	10113	1432209	706.1
54	1	2007	10236	1463899	699.2
54	1	2008	10789	1498389	720.0
54	1	2009	10836	1550845	698.7
54	1	2010	10746	1530524	702.1
54	1	2011	11089	1570191	706.2
54	1	2012	11066	1569431	705.1
54	1	2013	11100	1550858	715.7
55	0	1999	5427	1145179	473.9
55	0	2000	5269	1127298	467.4
55	0	2001	5329	1115044	477.9
55	0	2002	6791	1527537	444.6
55	0	2003	6439	1412847	455.7
55	0	2004	6132	1399751	438.1
55	0	2005	6212	1419096	437.7
55	0	2006	6316	1428035	442.3
55	0	2007	6342	1457867	435.0
55	0	2008	6597	1495588	441.1
55	0	2009	6802	1528353	445.1
55	0	2010	6739	1571426	428.8
55	0	2011	7211	1562230	461.6
55	0	2012	7376	1605981	459.3
55	0	2013	7587	1603645	473.1
55	1	1999	8721	1106803	787.9
55	1	2000	8373	1091584	767.1
55	1	2001	8434	1081138	780.1
55	1	2002	10819	1484264	728.9
55	1	2003	10465	1371243	763.2
55	1	2004	10062	1355360	742.4
55	1	2005	10382	1380025	752.3
55	1	2006	10482	1377299	761.1
55	1	2007	10969	1410863	777.5
55	1	2008	11296	1440066	784.4
55	1	2009	11399	1472106	774.3
55	1	2010	11515	1528364	753.4
55	1	2011	11787	1515826	777.6
55	1	2012	12085	1559253	775.1
55	1	2013	12069	1558400	774.4
56	0	1999	6241	1199591	520.3
56	0	2000	5961	1144604	520.8
56	0	2001	5791	1122101	516.1
56	0	2002	5774	1112941	518.8
56	0	2003	7321	1526342	479.6
56	0	2004	6897	1412890	488.1
56	0	2005	6656	1401304	475.0
56	0	2006	6679	1422000	469.7
56	0	2007	6617	1432212	462.0
56	0	2008	6952	1463447	475.0
56	0	2009	7218	1502723	480.3
56	0	2010	7307	1518473	481.2
56	0	2011	7363	1562312	471.3
56	0	2012	7784	1555796	500.3
56	0	2013	8143	1599040	509.2
56	1	1999	9676	1154872	837.8
56	1	2000	9178	1099673	834.6
56	1	2001	9006	1083831	830.9
56	1	2002	9166	1076798	851.2
56	1	2003	11744	1480527	793.2
56	1	2004	10829	1369962	790.5
56	1	2005	10739	1356246	791.8
56	1	2006	10782	1383200	779.5
56	1	2007	11067	1382205	800.7
56	1	2008	11669	1417840	823.0
56	1	2009	11954	1449386	824.8
56	1	2010	12068	1460640	826.2
56	1	2011	12654	1513299	836.2
56	1	2012	12550	1504237	834.3
56	1	2013	13003	1547463	840.3
57	0	1999	6025	1035978	581.6
57	0	2000	6730	1170267	575.1
57	0	2001	6531	1126125	580.0
57	0	2002	6305	1117513	564.2
57	0	2003	6302	1108118	568.7
57	0	2004	7886	1519504	519.0
57	0	2005	7536	1406304	535.9
57	0	2006	7251	1394604	519.9
57	0	2007	7122	1414755	503.4
57	0	2008	7091	1424651	497.7
57	0	2009	7433	1455383	510.7
57	0	2010	7493	1492999	501.9
57	0	2011	8108	1525998	531.3
57	0	2012	8045	1555503	517.2
57	0	2013	8448	1548701	545.5
57	1	1999	9404	986153	953.6
57	1	2000	10381	1119224	927.5
57	1	2001	9860	1079262	913.6
57	1	2002	9545	1075863	887.2
57	1	2003	9712	1068211	909.2
57	1	2004	12252	1468661	834.2
57	1	2005	11864	1358666	873.2
57	1	2006	11538	1344601	858.1
57	1	2007	11804	1370742	861.1
57	1	2008	11907	1368918	869.8
57	1	2009	12434	1403683	885.8
57	1	2010	12572	1435594	875.7
57	1	2011	12894	1465458	879.9
57	1	2012	13216	1500991	880.5
57	1	2013	13408	1492006	898.7
58	0	1999	6202	983354	630.7
58	0	2000	6653	1034168	643.3
58	0	2001	7393	1187333	622.7
58	0	2002	6970	1122007	621.2
58	0	2003	6874	1113848	617.1
58	0	2004	6748	1104580	610.9
58	0	2005	8469	1515526	558.8
58	0	2006	8039	1403080	573.0
58	0	2007	7687	1391872	552.3
58	0	2008	7661	1412547	542.4
58	0	2009	7738	1422950	543.8
58	0	2010	7967	1453608	548.1
58	0	2011	8074	1486801	543.0
58	0	2012	8484	1518740	558.6
58	0	2013	8626	1547995	557.2
58	1	1999	9631	931469	1034.0
58	1	2000	10060	980590	1025.9
58	1	2001	11215	1132168	990.6
58	1	2002	10590	1071597	988.2
58	1	2003	10327	1068645	966.4
58	1	2004	10297	1061260	970.3
58	1	2005	13233	1459628	906.6
58	1	2006	12853	1350531	951.7
58	1	2007	12366	1336983	924.9
58	1	2008	12478	1363303	915.3
58	1	2009	12691	1361864	931.9
58	1	2010	13160	1395774	942.8
58	1	2011	13558	1422824	952.9
58	1	2012	13951	1452578	960.4
58	1	2013	14485	1488010	973.4
59	0	1999	6705	939970	713.3
59	0	2000	6903	964074	716.0
59	0	2001	7249	1044321	694.1
59	0	2002	7907	1181055	669.5
59	0	2003	7683	1115618	688.7
59	0	2004	7190	1107254	649.4
59	0	2005	7265	1097742	661.8
59	0	2006	9255	1505965	614.6
59	0	2007	8620	1393765	618.5
59	0	2008	8242	1382158	596.3
59	0	2009	8208	1402332	585.3
59	0	2010	8239	1388189	593.5
59	0	2011	8461	1443583	586.1
59	0	2012	8847	1478969	598.2
59	0	2013	8984	1510744	594.7
59	1	1999	10138	884485	1146.2
59	1	2000	10263	906738	1131.9
59	1	2001	10697	987716	1083.0
59	1	2002	12049	1122075	1073.8
59	1	2003	11515	1061790	1084.5
59	1	2004	10807	1058845	1020.6
59	1	2005	11095	1051240	1055.4
59	1	2006	13996	1446022	967.9
59	1	2007	13212	1337669	987.7
59	1	2008	13207	1323774	997.7
59	1	2009	13254	1349599	982.1
59	1	2010	13682	1325711	1032.0
59	1	2011	14086	1382039	1019.2
59	1	2012	14422	1409184	1023.4
59	1	2013	14897	1439100	1035.2
60	0	1999	7097	940527	754.6
60	0	2000	7288	936599	778.1
60	0	2001	7398	967415	764.7
60	0	2002	7878	1036004	760.4
60	0	2003	8666	1170420	740.4
60	0	2004	7990	1104323	723.5
60	0	2005	7675	1095233	700.8
60	0	2006	7782	1084644	717.5
60	0	2007	9711	1486675	653.2
60	0	2008	9375	1374374	682.1
60	0	2009	9090	1361259	667.8
60	0	2010	8669	1386816	625.1
60	0	2011	8800	1404837	626.4
60	0	2012	9282	1435225	646.7
60	0	2013	9586	1470789	651.8
60	1	1999	10671	882409	1209.3
60	1	2000	10682	880671	1212.9
60	1	2001	11142	907516	1227.7
60	1	2002	11665	975425	1195.9
60	1	2003	12780	1106521	1155.0
60	1	2004	11913	1045802	1139.1
60	1	2005	11685	1041790	1121.6
60	1	2006	11890	1032870	1151.2
60	1	2007	14804	1419223	1043.1
60	1	2008	14638	1310745	1116.8
