Age	Male	Year	Deaths	Population	Rate
45	0	2002	1241	293476	422.9
45	0	2003	1232	295453	417.0
45	0	2004	1189	301292	394.6
45	0	2005	1160	319418	363.2
45	0	2006	1204	307784	391.2
45	0	2007	1141	306374	372.4
45	0	2008	1101	309392	355.9
45	0	2009	1068	314462	339.6
45	0	2010	970	320041	303.1
45	0	2011	930	301009	309.0
45	0	2012	891	290854	306.3
45	0	2013	837	290132	288.5
45	1	1999	1685	238205	707.4
45	1	2000	1741	247780	702.6
45	1	2001	1744	245799	709.5
45	1	2002	1701	257864	659.7
45	1	2003	1668	261936	636.8
45	1	2004	1737	265600	654.0
45	1	2005	1668	284373	586.6
45	1	2006	1604	270794	592.3
45	1	2007	1526	271395	562.3
45	1	2008	1351	273656	493.7
45	1	2009	1310	278836	469.8
45	1	2010	1247	286738	434.9
45	1	2011	1243	268929	462.2
45	1	2012	1117	257614	433.6
45	1	2013	1127	259161	434.9
46	0	1999	1100	247404	444.6
46	0	2000	1234	257527	479.2
46	0	2001	1261	279935	450.5
46	0	2002	1253	280856	446.1
46	0	2003	1378	293327	469.8
46	0	2004	1340	295519	453.4
46	0	2005	1259	301711	417.3
46	0	2006	1227	320137	383.3
46	0	2007	1177	308665	381.3
46	0	2008	1211	307498	393.8
46	0	2009	1169	310748	376.2
46	0	2010	1074	312908	343.2
46	0	2011	1034	315586	327.6
46	0	2012	942	300780	313.2
46	0	2013	943	290414	324.7
46	1	1999	1828	212248	861.3
46	1	2000	1751	223662	782.9
46	1	2001	1864	247235	753.9
46	1	2002	1787	245700	727.3
46	1	2003	1901	258051	736.7
46	1	2004	1793	262882	682.1
46	1	2005	1789	266966	670.1
46	1	2006	1650	286495	575.9
46	1	2007	1632	273301	597.1
46	1	2008	1537	274309	560.3
46	1	2009	1446	276849	522.3
46	1	2010	1353	279098	484.8
46	1	2011	1323	282740	467.9
46	1	2012	1290	268496	480.5
46	1	2013	1256	256797	489.1
47	0	1999	1186	245751	482.6
47	0	2000	1211	249116	486.1
47	0	2001	1215	263905	460.4
47	0	2002	1342	279920	479.4
47	0	2003	1359	281088	483.5
47	0	2004	1399	293797	476.2
47	0	2005	1401	296362	472.7
47	0	2006	1303	302958	430.1
47	0	2007	1408	321734	437.6
47	0	2008	1321	310529	425.4
47	0	2009	1289	309619	416.3
47	0	2010	1136	311796	364.3
47	0	2011	1153	314475	366.6
47	0	2012	1095	315174	347.4
47	0	2013	1039	300068	346.3
47	1	1999	1909	210558	906.6
47	1	2000	1847	215209	858.2
47	1	2001	1912	229382	833.5
47	1	2002	1890	246885	765.5
47	1	2003	1933	245482	787.4
47	1	2004	1968	258141	762.4
47	1	2005	1980	263130	752.5
47	1	2006	1873	267609	699.9
47	1	2007	1800	287290	626.5
47	1	2008	1680	274275	612.5
47	1	2009	1630	275322	592.0
47	1	2010	1582	278103	568.9
47	1	2011	1511	280266	539.1
47	1	2012	1414	282020	501.4
47	1	2013	1458	267150	545.8
48	0	1999	1227	231361	530.3
48	0	2000	1302	239781	543.0
48	0	2001	1285	249130	515.8
48	0	2002	1425	263359	541.1
48	0	2003	1451	279277	519.6
48	0	2004	1344	280478	479.2
48	0	2005	1533	293044	523.1
48	0	2006	1528	295631	516.9
48	0	2007	1408	302243	465.9
48	0	2008	1392	320995	433.7
48	0	2009	1391	309721	449.1
48	0	2010	1315	308391	426.4
48	0	2011	1298	310734	417.7
48	0	2012	1280	313802	407.9
48	0	2013	1137	314193	361.9
48	1	1999	1965	196414	1000.4
48	1	2000	1998	204786	975.7
48	1	2001	1928	215935	892.9
48	1	2002	2068	228794	903.9
48	1	2003	2151	246269	873.4
48	1	2004	2010	245048	820.2
48	1	2005	2091	257669	811.5
48	1	2006	2065	262881	785.5
48	1	2007	1912	267431	715.0
48	1	2008	1819	287070	633.6
48	1	2009	1744	274059	636.4
48	1	2010	1627	272803	596.4
48	1	2011	1644	276490	594.6
48	1	2012	1654	279205	592.4
48	1	2013	1536	280453	547.7
49	0	1999	1267	234961	539.2
49	0	2000	1394	237166	587.8
49	0	2001	1426	240326	593.4
49	0	2002	1422	248886	571.3
49	0	2003	1436	263238	545.5
49	0	2004	1511	279324	540.9
49	0	2005	1596	280752	568.5
49	0	2006	1601	293507	545.5
49	0	2007	1505	296304	507.9
49	0	2008	1523	303097	502.5
49	0	2009	1411	322036	438.1
49	0	2010	1421	312576	454.6
49	0	2011	1364	308163	442.6
49	0	2012	1340	309861	432.5
49	0	2013	1361	312827	435.1
49	1	1999	2005	203077	987.3
49	1	2000	2013	204689	983.4
49	1	2001	2047	205273	997.2
49	1	2002	2055	215435	953.9
49	1	2003	2171	228231	951.2
49	1	2004	2132	245950	866.8
49	1	2005	2237	244877	913.5
49	1	2006	2199	257641	853.5
49	1	2007	2100	263021	798.4
49	1	2008	2009	267714	750.4
49	1	2009	1955	287373	680.3
49	1	2010	1856	277405	669.1
49	1	2011	1683	272798	616.9
49	1	2012	1734	275177	630.1
49	1	2013	1765	277571	635.9
50	0	1999	1301	228338	569.8
50	0	2000	1405	237571	591.4
50	0	2001	1449	237815	609.3
50	0	2002	1504	239382	628.3
50	0	2003	1484	247712	599.1
50	0	2004	1591	261801	607.7
50	0	2005	1660	277595	598.0
50	0	2006	1587	278820	569.2
50	0	2007	1670	291272	573.3
50	0	2008	1663	293888	565.9
50	0	2009	1575	300369	524.4
50	0	2010	1599	318649	501.8
50	0	2011	1485	309797	479.3
50	0	2012	1483	307088	482.9
50	0	2013	1424	308720	461.3
50	1	1999	2059	197165	1044.3
50	1	2000	2159	205835	1048.9
50	1	2001	2138	204058	1047.7
50	1	2002	2154	204256	1054.6
50	1	2003	2272	214055	1061.4
50	1	2004	2218	226718	978.3
50	1	2005	2311	244114	946.7
50	1	2006	2277	242955	937.2
50	1	2007	2236	255363	875.6
50	1	2008	2127	260482	816.6
50	1	2009	2174	264821	820.9
50	1	2010	2019	283798	711.4
50	1	2011	2030	273293	742.8
50	1	2012	1966	271309	724.6
50	1	2013	1836	273365	671.6
51	0	1999	1279	204425	625.7
51	0	2000	1409	214985	655.4
51	0	2001	1457	238177	611.7
51	0	2002	1554	238081	652.7
51	0	2003	1599	240032	666.2
51	0	2004	1550	249001	622.5
51	0	2005	1725	263686	654.2
51	0	2006	1643	280209	586.3
51	0	2007	1727	282002	612.4
51	0	2008	1673	295189	566.8
51	0	2009	1601	298415	536.5
51	0	2010	1595	300448	530.9
51	0	2011	1659	316480	524.2
51	0	2012	1633	308641	529.1
51	0	2013	1562	305902	510.6
51	1	1999	2028	173399	1169.6
51	1	2000	2173	183415	1184.7
51	1	2001	2244	206418	1087.1
51	1	2002	2293	204215	1122.8
51	1	2003	2381	204944	1161.8
51	1	2004	2373	215485	1101.2
51	1	2005	2378	228917	1038.8
51	1	2006	2510	247296	1015.0
51	1	2007	2471	246746	1001.4
51	1	2008	2248	260126	864.2
51	1	2009	2207	266065	829.5
51	1	2010	2150	265913	808.5
51	1	2011	2130	281013	758.0
51	1	2012	2218	271649	816.5
51	1	2013	2028	269464	752.6
52	0	1999	1382	200275	690.1
52	0	2000	1439	205755	699.4
52	0	2001	1528	219064	697.5
52	0	2002	1558	237484	656.0
52	0	2003	1642	237192	692.3
52	0	2004	1613	238981	674.9
52	0	2005	1711	247777	690.5
52	0	2006	1687	262216	643.4
52	0	2007	1706	278557	612.4
52	0	2008	1768	280132	631.1
52	0	2009	1781	293062	607.7
52	0	2010	1772	297498	595.6
52	0	2011	1775	303243	585.3
52	0	2012	1658	315219	526.0
52	0	2013	1677	307325	545.7
52	1	1999	2013	170150	1183.1
52	1	2000	2192	175416	1249.6
52	1	2001	2278	186969	1218.4
52	1	2002	2376	205312	1157.3
52	1	2003	2493	202751	1229.6
52	1	2004	2403	203335	1181.8
52	1	2005	2531	213542	1185.2
52	1	2006	2534	226771	1117.4
52	1	2007	2542	244667	1039.0
52	1	2008	2478	243800	1016.4
52	1	2009	2456	256639	957.0
52	1	2010	2419	263673	917.4
52	1	2011	2360	267227	883.1
52	1	2012	2350	279150	841.8
52	1	2013	2183	269585	809.8
53	0	1999	1215	157940	769.3
53	0	2000	1468	188569	778.5
53	0	2001	1559	206592	754.6
53	0	2002	1567	219061	715.3
53	0	2003	1670	237706	702.5
53	0	2004	1658	237749	697.4
53	0	2005	1732	239802	722.3
53	0	2006	1691	248954	679.2
53	0	2007	1743	263846	660.6
53	0	2008	1744	280689	621.3
53	0	2009	1873	282568	662.8
53	0	2010	1860	291659	637.7
53	0	2011	1761	294104	598.8
53	0	2012	1805	301859	598.0
53	0	2013	1837	313640	585.7
53	1	1999	1816	131591	1380.0
53	1	2000	2134	160162	1332.4
53	1	2001	2194	176727	1241.5
53	1	2002	2386	186729	1277.8
53	1	2003	2464	205181	1200.9
53	1	2004	2503	202949	1233.3
53	1	2005	2531	203770	1242.1
53	1	2006	2650	214283	1236.7
53	1	2007	2616	227871	1148.0
53	1	2008	2627	246205	1067.0
53	1	2009	2593	245640	1055.6
53	1	2010	2490	254204	979.5
53	1	2011	2532	259714	974.9
53	1	2012	2477	265210	934.0
53	1	2013	2423	276826	875.3
54	0	1999	1372	166611	823.5
54	0	2000	1270	162452	781.8
54	0	2001	1559	196850	792.0
54	0	2002	1635	206396	792.2
54	0	2003	1769	218882	808.2
54	0	2004	1759	237711	740.0
54	0	2005	1724	237855	724.8
54	0	2006	1836	239933	765.2
54	0	2007	1838	249249	737.4
54	0	2008	1880	264325	711.2
54	0	2009	1969	281312	699.9
54	0	2010	1958	282445	693.2
54	0	2011	1879	293021	641.3
54	0	2012	1976	292646	675.2
54	0	2013	2013	300134	670.7
54	1	1999	1990	139569	1425.8
54	1	2000	1905	135793	1402.9
54	1	2001	2245	167257	1342.2
54	1	2002	2412	176303	1368.1
54	1	2003	2552	186274	1370.0
54	1	2004	2619	204929	1278.0
54	1	2005	2732	202687	1347.9
54	1	2006	2750	203702	1350.0
54	1	2007	2660	214364	1240.9
54	1	2008	2808	228171	1230.7
54	1	2009	2805	246605	1137.4
54	1	2010	2650	245785	1078.2
54	1	2011	2737	254833	1074.0
54	1	2012	2632	257516	1022.1
54	1	2013	2669	262630	1016.3
55	0	1999	1378	158149	871.3
55	0	2000	1391	161253	862.6
55	0	2001	1400	161965	864.4
55	0	2002	1687	195414	863.3
55	0	2003	1729	204472	845.6
55	0	2004	1774	216348	820.0
55	0	2005	1770	234561	754.6
55	0	2006	1848	234198	789.1
55	0	2007	1806	235672	766.3
55	0	2008	1830	244304	749.1
55	0	2009	1977	258597	764.5
55	0	2010	1955	274721	711.6
55	0	2011	2013	281362	715.4
55	0	2012	2014	291444	691.0
55	0	2013	2010	290828	691.1
55	1	1999	2027	132307	1532.0
55	1	2000	2062	134476	1533.4
55	1	2001	2013	135222	1488.7
55	1	2002	2438	165512	1473.0
55	1	2003	2588	173855	1488.6
55	1	2004	2649	183222	1445.8
55	1	2005	2842	200995	1414.0
55	1	2006	2749	198354	1385.9
55	1	2007	2773	198699	1395.6
55	1	2008	2798	208581	1341.4
55	1	2009	2825	221423	1275.8
55	1	2010	2797	238520	1172.6
55	1	2011	2840	243247	1167.5
55	1	2012	2995	252420	1186.5
55	1	2013	2925	254815	1147.9
56	0	1999	1535	151639	1012.3
56	0	2000	1414	153552	920.9
56	0	2001	1524	162222	939.5
56	0	2002	1473	161947	909.6
56	0	2003	1704	195722	870.6
56	0	2004	1688	205249	822.4
56	0	2005	1861	217669	855.0
56	0	2006	1883	236493	796.2
56	0	2007	1906	236571	805.7
56	0	2008	1897	238560	795.2
56	0	2009	1912	247821	771.5
56	0	2010	2005	255908	783.5
56	0	2011	2014	273959	735.1
56	0	2012	2157	279710	771.2
56	0	2013	2171	289566	749.7
56	1	1999	2225	125038	1779.5
56	1	2000	2122	127354	1666.2
56	1	2001	2059	134778	1527.7
56	1	2002	2133	134738	1583.1
56	1	2003	2443	164998	1480.6
56	1	2004	2640	173653	1520.3
56	1	2005	2852	183317	1555.8
56	1	2006	2843	201577	1410.4
56	1	2007	2884	199204	1447.8
56	1	2008	2857	199853	1429.6
56	1	2009	2841	210184	1351.7
56	1	2010	2904	217480	1335.3
56	1	2011	3024	236807	1277.0
56	1	2012	3033	240622	1260.5
56	1	2013	3101	249602	1242.4
57	0	1999	1481	148327	998.5
57	0	2000	1497	152524	981.5
57	0	2001	1582	153121	1033.2
57	0	2002	1551	161243	961.9
57	0	2003	1584	160801	985.1
57	0	2004	1846	194060	951.3
57	0	2005	1843	203402	906.1
57	0	2006	1919	215421	890.8
57	0	2007	1938	233907	828.5
57	0	2008	1996	233670	854.2
57	0	2009	1978	235372	840.4
57	0	2010	2026	243664	831.5
57	0	2011	2103	259127	811.6
57	0	2012	2270	272206	833.9
57	0	2013	2236	277877	804.7
57	1	1999	2130	120402	1769.1
57	1	2000	2149	124948	1719.9
57	1	2001	2231	127154	1754.6
57	1	2002	2205	133690	1649.3
57	1	2003	2203	133549	1649.6
57	1	2004	2677	163406	1638.3
57	1	2005	2801	171862	1629.8
57	1	2006	2933	181335	1617.4
57	1	2007	2931	199383	1470.0
57	1	2008	2989	196898	1518.0
57	1	2009	3148	197419	1594.6
57	1	2010	3044	206265	1475.8
57	1	2011	2999	219480	1366.4
57	1	2012	3126	234008	1335.9
57	1	2013	3251	237674	1367.8
58	0	1999	1603	130459	1228.7
58	0	2000	1532	139482	1098.3
58	0	2001	1666	153297	1086.8
58	0	2002	1666	152240	1094.3
58	0	2003	1684	160391	1049.9
58	0	2004	1640	159962	1025.2
58	0	2005	1917	193121	992.6
58	0	2006	1977	202458	976.5
58	0	2007	2004	214465	934.4
58	0	2008	2007	233009	861.3
58	0	2009	2056	232808	883.1
58	0	2010	2129	233615	911.3
58	0	2011	2170	243453	891.3
58	0	2012	2238	257318	869.7
58	0	2013	2440	270420	902.3
58	1	1999	2129	103828	2050.5
58	1	2000	2166	112310	1928.6
58	1	2001	2382	125033	1905.1
58	1	2002	2327	126020	1846.5
58	1	2003	2383	132563	1797.6
58	1	2004	2306	132452	1741.0
58	1	2005	2608	161980	1610.1
58	1	2006	2870	170429	1684.0
58	1	2007	2920	179755	1624.4
58	1	2008	3061	197872	1547.0
58	1	2009	3047	195435	1559.1
58	1	2010	3033	194963	1555.7
58	1	2011	2989	204520	1461.5
58	1	2012	3168	216615	1462.5
58	1	2013	3270	230881	1416.3
59	0	1999	1611	133576	1206.1
59	0	2000	1540	134179	1147.7
59	0	2001	1696	139969	1211.7
59	0	2002	1766	152240	1160.0
59	0	2003	1717	151225	1135.4
59	0	2004	1742	159233	1094.0
59	0	2005	1651	158847	1039.4
59	0	2006	1987	191689	1036.6
59	0	2007	2068	200827	1029.7
59	0	2008	2065	212719	970.8
59	0	2009	2153	231026	931.9
59	0	2010	2192	229402	955.5
59	0	2011	2176	231823	938.6
59	0	2012	2248	241547	930.7
59	0	2013	2368	255492	926.8
59	1	1999	2240	108291	2068.5
59	1	2000	2288	108207	2114.5
59	1	2001	2299	112659	2040.7
59	1	2002	2447	123347	1983.8
59	1	2003	2423	124141	1951.8
59	1	2004	2374	130479	1819.4
59	1	2005	2511	130123	1929.7
59	1	2006	2773	158980	1744.2
59	1	2007	2960	166888	1773.6
59	1	2008	3023	175903	1718.6
59	1	2009	3201	193505	1654.2
59	1	2010	3161	190632	1658.2
59	1	2011	3119	192529	1620.0
59	1	2012	3214	201531	1594.8
59	1	2013	3441	213393	1612.5
60	0	1999	1678	132453	1266.9
60	0	2000	1610	134875	1193.7
60	0	2001	1606	133707	1201.1
60	0	2002	1687	138229	1220.4
60	0	2003	1903	149958	1269.0
60	0	2004	1738	148572	1169.8
60	0	2005	1773	156181	1135.2
60	0	2006	1793	155460	1153.4
60	0	2007	2048	186998	1095.2
60	0	2008	2075	195511	1061.3
60	0	2009	2221	206650	1074.8
60	0	2010	2155	223220	965.4
60	0	2011	2228	229655	970.2
60	0	2012	2343	229861	1019.3
60	0	2013	2419	239668	1009.3
60	1	1999	2236	105935	2110.7
60	1	2000	2275	108197	2102.6
60	1	2001	2205	106486	2070.7
60	1	2002	2408	110450	2180.2
60	1	2003	2582	120573	2141.4
60	1	2004	2445	121107	2018.9
60	1	2005	2533	126935	1995.5
60	1	2006	2446	126221	1937.9
60	1	2007	2865	153810	1862.7
60	1	2008	3048	161068	1892.4
60	1	2009	3156	169352	1863.6
60	1	2010	3183	185194	1718.7
60	1	2011	3322	188700	1760.5
60	1	2012	3293	189372	1738.9
60	1	2013	3486	198237	1758.5
61	0	1999	1710	121317	1409.5
61	0	2000	1719	122792	1399.9
61	0	2001	1788	135041	1324.0
61	0	2002	1793	133184	1346.3
61	0	2003	1824	138091	1320.9
61	0	2004	1865	150232	1241.4
61	0	2005	1820	149386	1218.3
61	0	2006	1835	157606	1164.3
61	0	2007	1842	157295	1171.0
61	0	2008	2120	189963	1116.0
61	0	2009	2200	199282	1104.0
61	0	2010	2231	206777	1078.9
61	0	2011	2262	222387	1017.1
61	0	2012	2435	227771	1069.1
61	0	2013	2532	227931	1110.9
61	1	1999	2255	96333	2340.8
61	1	2000	2231	97891	2279.1
61	1	2001	2424	107972	2245.0
61	1	2002	2353	105627	2227.7
61	1	2003	2455	109888	2234.1
61	1	2004	2598	120476	2156.4
61	1	2005	2544	121472	2094.3
61	1	2006	2533	127926	1980.1
61	1	2007	2587	127780	2024.6
61	1	2008	2860	156589	1826.4
61	1	2009	3115	164691	1891.4
61	1	2010	3181	169810	1873.3
61	1	2011	3384	183086	1848.3
61	1	2012	3401	185602	1832.4
61	1	2013	3487	186131	1873.4
62	0	1999	1845	116061	1589.7
62	0	2000	1910	122381	1560.7
62	0	2001	1861	122266	1522.1
62	0	2002	1846	134001	1377.6
62	0	2003	1923	132161	1455.0
62	0	2004	1930	137030	1408.5
62	0	2005	2002	149194	1341.9
62	0	2006	1902	148486	1280.9
62	0	2007	1913	156661	1221.1
62	0	2008	1960	156449	1252.8
62	0	2009	2200	189226	1162.6
