"inc86","inc88","inc90","v86","v88","v90","v86_adj","v88_adj","v90_adj"
1,1,1,0.716383552331734,0.667281863505047,0.71213529220875,0.716383552331734,0.667281863505047,0.71213529220875
-1,-1,-1,0.248798489529694,0.275195925123225,0.312415761515896,0.248798489529694,0.275195925123225,0.312415761515896
1,1,1,0.706954550561426,0.645082793940522,0.545703483269879,0.706954550561426,0.645082793940522,0.545703483269879
-1,-1,-1,0.222866119741665,0.248180640015951,0,0.222866119741665,0.248180640015951,0.25
-1,-1,-1,0.266076207555048,0.300805121738287,0.341956190141364,0.266076207555048,0.300805121738287,0.341956190141364
0,-1,-1,0.476301149877017,0.262921492215087,0.330954011013544,0.476301149877017,0.262921492215087,0.330954011013544
-1,-1,-1,0,0.282759644068751,0,0.25,0.282759644068751,0.25
-1,-1,0,0.331396644830983,0.360719337038586,0.545857813177714,0.331396644830983,0.360719337038586,0.545857813177714
1,1,1,0.556469523195457,0.648681820413373,0.66515034996937,0.556469523195457,0.648681820413373,0.66515034996937
-1,-1,-1,0.37394698584032,0.452932545012212,0,0.37394698584032,0.452932545012212,0.25
1,1,1,0.664142123604976,0.642379272006574,0.671771654935804,0.664142123604976,0.642379272006574,0.671771654935804
1,1,1,0.680968753867429,0.688727295592965,0.661999419986059,0.680968753867429,0.688727295592965,0.661999419986059
1,1,1,0.503612999134106,0.525968959502239,0.660446596419182,0.503612999134106,0.525968959502239,0.660446596419182
1,1,1,0.532326340021165,0.648775447513195,1,0.532326340021165,0.648775447513195,0.75
1,1,1,0.741050281994922,0.770943583509455,0.660343010443614,0.741050281994922,0.770943583509455,0.660343010443614
1,1,1,0.622950221622312,0.532009774254759,0.593713287823464,0.622950221622312,0.532009774254759,0.593713287823464
-1,-1,-1,0.499845304158356,0.457116451879408,0.508915796307619,0.499845304158356,0.457116451879408,0.508915796307619
-1,-1,-1,0.301496817514164,0.378535540190309,0.606654779497075,0.301496817514164,0.378535540190309,0.606654779497075
0,1,1,0.516844873591461,0.563170108961595,0.531422451232016,0.516844873591461,0.563170108961595,0.531422451232016
-1,-1,-1,0.311017846956238,0.271134791336984,0.365265349275726,0.311017846956238,0.271134791336984,0.365265349275726
-1,-1,-1,0.321229953440248,0.382072346627799,0.424112424112424,0.321229953440248,0.382072346627799,0.424112424112424
-1,1,1,0.532649514601894,0.618145323514492,0.547218011341306,0.532649514601894,0.618145323514492,0.547218011341306
1,1,1,0.722141043453265,0.707186063159715,0.689928200653188,0.722141043453265,0.707186063159715,0.689928200653188
1,1,1,0.583783646219493,0.605443188578227,0.664316978096178,0.583783646219493,0.605443188578227,0.664316978096178
1,1,1,0.900615008499341,0.920888607065911,0.912967777327259,0.75,0.75,0.75
-1,-1,-1,0.409613344117058,0.450128228613299,0.341101345784125,0.409613344117058,0.450128228613299,0.341101345784125
1,1,1,0.603690240647863,0.573421124996181,0.578552214800924,0.603690240647863,0.573421124996181,0.578552214800924
0,-1,-1,0.371792237952749,0.291529636096798,0.422310908689327,0.371792237952749,0.291529636096798,0.422310908689327
-1,-1,-1,0.287622622799872,0.274009858915519,0.245823332019728,0.287622622799872,0.274009858915519,0.245823332019728
1,1,1,0.56672717646169,0.597942080729941,1,0.56672717646169,0.597942080729941,0.75
1,1,1,0.802907839109088,0.762151154858693,0.683802038374752,0.802907839109088,0.762151154858693,0.683802038374752
1,1,1,0.726362965227701,0.720786814975863,0.686054577489214,0.726362965227701,0.720786814975863,0.686054577489214
-1,-1,-1,0.355794492207913,0.302170174890839,0.452440958434246,0.355794492207913,0.302170174890839,0.452440958434246
-1,-1,0,0.488482296501017,0.266280209955586,0.337517812758906,0.488482296501017,0.266280209955586,0.337517812758906
-1,-1,-1,0.367379365134192,0.401306055813479,0.387255854945112,0.367379365134192,0.401306055813479,0.387255854945112
1,1,1,0.663534844986183,0.540957696886035,0.657725760122128,0.663534844986183,0.540957696886035,0.657725760122128
1,1,0,0.860463807272318,0.883166440897058,0.829087081222921,0.860463807272318,0.883166440897058,0.829087081222921
1,1,1,0.731838394407058,0.632857418264706,0.659686567791269,0.731838394407058,0.632857418264706,0.659686567791269
1,1,1,0.756590441433397,0.647416733205826,0.625871770125826,0.756590441433397,0.647416733205826,0.625871770125826
1,1,1,0.778220929342417,1,0.676049273886512,0.778220929342417,0.75,0.676049273886512
1,1,1,0.772798175263042,0.710540668100058,0.696912437171687,0.772798175263042,0.710540668100058,0.696912437171687
-1,-1,-1,0.262283658195024,0.227638198892671,0.336374689488193,0.262283658195024,0.227638198892671,0.336374689488193
1,1,0,0.617266010356331,0.564638710296517,0.510864669434063,0.617266010356331,0.564638710296517,0.510864669434063
-1,-1,-1,0.292561393585574,0.276852109783332,0.35582209205644,0.292561393585574,0.276852109783332,0.35582209205644
1,1,1,0.736533361302986,0.768905355411474,1,0.736533361302986,0.768905355411474,0.75
-1,-1,-1,0.185259482934589,0,0.382902520728897,0.185259482934589,0.25,0.382902520728897
-1,0,-1,0.349719530851606,0.393337578993778,0.268453653385531,0.349719530851606,0.393337578993778,0.268453653385531
-1,-1,-1,0.283854850547778,0.256919021818714,0.288000728885109,0.283854850547778,0.256919021818714,0.288000728885109
-1,-1,0,0,0.261231996684281,0.37929469809295,0.25,0.261231996684281,0.37929469809295
0,-1,0,0.319312919057165,0.241498071321735,0.388800225022777,0.319312919057165,0.241498071321735,0.388800225022777
1,1,1,0.775161605118535,0.813239393000929,0.776915865638534,0.775161605118535,0.813239393000929,0.776915865638534
-1,-1,-1,0.295596406467304,0.283662235872481,0.367733277666776,0.295596406467304,0.283662235872481,0.367733277666776
1,1,1,0.744505416394188,0.614919951832915,0.657230100707596,0.744505416394188,0.614919951832915,0.657230100707596
-1,-1,-1,0.265993077344489,0.210193716342105,0.280142763364758,0.265993077344489,0.210193716342105,0.280142763364758
1,1,1,0.628168774456984,0.698071409292069,0.605295550545492,0.628168774456984,0.698071409292069,0.605295550545492
0,1,1,0.537245918564884,0.747344548861806,0.595582194906745,0.537245918564884,0.747344548861806,0.595582194906745
-1,-1,-1,0.363204013160038,0.251870908581472,0.408378586202991,0.363204013160038,0.251870908581472,0.408378586202991
-1,-1,-1,0.236617262423714,0.214442575922445,0.410901272048155,0.236617262423714,0.214442575922445,0.410901272048155
1,1,1,0.722554085114829,0.772260103109929,0.777143157182362,0.722554085114829,0.772260103109929,0.777143157182362
1,1,1,1,0.766354666828745,0.742793887026844,0.75,0.766354666828745,0.742793887026844
1,1,1,0.547802662455126,0.70489967452941,0.647701031831867,0.547802662455126,0.70489967452941,0.647701031831867
1,1,1,0.848635008029365,0.825823628411733,0.733476823634328,0.848635008029365,0.825823628411733,0.733476823634328
1,1,1,0.8155170161343,0.856783223243568,0.799557426263502,0.8155170161343,0.856783223243568,0.799557426263502
1,1,1,0.754977518592444,0.761639413561862,1,0.754977518592444,0.761639413561862,0.75
1,1,1,0.556652349342705,0.585040817429853,0.467648577108526,0.556652349342705,0.585040817429853,0.467648577108526
-1,-1,-1,0.358914995271374,0.316492223842255,0.389941775649053,0.358914995271374,0.316492223842255,0.389941775649053
1,1,1,1,1,0.692810504207684,0.75,0.75,0.692810504207684
1,1,1,1,0.64214783502799,0.712761460133074,0.75,0.64214783502799,0.712761460133074
-1,-1,-1,0,0.257532162434277,0,0.25,0.257532162434277,0.25
1,1,1,0.627248571495756,0.62292245284176,0.62143078929392,0.627248571495756,0.62292245284176,0.62143078929392
-1,-1,-1,0.3264320771603,0.302971460478451,0.464536769755613,0.3264320771603,0.302971460478451,0.464536769755613
-1,-1,-1,0.217787849065963,0.250926765305792,0,0.217787849065963,0.250926765305792,0.25
-1,-1,-1,0.336227917962987,0.38733657200613,0,0.336227917962987,0.38733657200613,0.25
-1,-1,0,0.386575018497901,0.432231061950885,0.494983441078346,0.386575018497901,0.432231061950885,0.494983441078346
0,1,1,0.546170449342665,0.633707071598835,1,0.546170449342665,0.633707071598835,0.75
1,1,1,0.683637962679719,0.716795742991315,1,0.683637962679719,0.716795742991315,0.75
-1,-1,-1,0.407809050196062,0.361244304621393,0.319877551020408,0.407809050196062,0.361244304621393,0.319877551020408
0,-1,-1,0.490495929494361,0.356131025768265,0.28173994219801,0.490495929494361,0.356131025768265,0.28173994219801
-1,-1,-1,0.234809591889784,0,0.373523148993125,0.234809591889784,0.25,0.373523148993125
1,1,1,0.706384037355039,0.7327206358806,0.628220571080793,0.706384037355039,0.7327206358806,0.628220571080793
-1,-1,-1,0,0.264269132440666,0.399077535760728,0.25,0.264269132440666,0.399077535760728
1,1,1,0.64501978623899,0.639656771316335,0.707621069122794,0.64501978623899,0.639656771316335,0.707621069122794
-1,-1,0,0.289278325422904,0.298419656246395,0.407358686902401,0.289278325422904,0.298419656246395,0.407358686902401
1,1,1,0.723772886356405,0.704103973744357,0.781381321502455,0.723772886356405,0.704103973744357,0.781381321502455
-1,-1,-1,0.484042471062343,0.421760998001362,0.381469589137649,0.484042471062343,0.421760998001362,0.381469589137649
-1,-1,0,0.298637827127879,0.316637680423495,0.329862299300546,0.298637827127879,0.316637680423495,0.329862299300546
1,1,1,0.728788780500427,0.729871123640757,0.64867959021141,0.728788780500427,0.729871123640757,0.64867959021141
1,1,1,0.737168952326338,0.741999982983213,0.729236600437496,0.737168952326338,0.741999982983213,0.729236600437496
1,1,1,0.658094229373193,0.655157618044415,0.646453870109902,0.658094229373193,0.655157618044415,0.646453870109902
-1,-1,-1,0.499678066483262,0.454171856101651,0.535624643753562,0.499678066483262,0.454171856101651,0.535624643753562
1,1,1,0.725636652355467,0.745238116660518,0.729418521038738,0.725636652355467,0.745238116660518,0.729418521038738
1,1,1,0.661450273533707,0.726044568245125,0.608996202901373,0.661450273533707,0.726044568245125,0.608996202901373
1,-1,-1,0.480796512942821,0.329545658857585,0.500143082744221,0.480796512942821,0.329545658857585,0.500143082744221
1,1,1,0.689652516515093,0.633861956044698,0.567975020592686,0.689652516515093,0.633861956044698,0.567975020592686
1,1,1,1,0.717979238634942,0.618484134519581,0.75,0.717979238634942,0.618484134519581
1,1,1,0.719740685331624,0.711605341118887,0.620881446103621,0.719740685331624,0.711605341118887,0.620881446103621
-1,-1,-1,0.432818601348953,0.406652955534887,0.480720031042624,0.432818601348953,0.406652955534887,0.480720031042624
-1,0,-1,0.330150556301723,0.465099944394041,0.478532313794953,0.330150556301723,0.465099944394041,0.478532313794953
-1,-1,-1,0.47474680435908,0.418973132676555,0.427213209285317,0.47474680435908,0.418973132676555,0.427213209285317
1,1,1,0.574791355872291,0.679128672745694,0.575279525875237,0.574791355872291,0.679128672745694,0.575279525875237
-1,-1,-1,0.355393337532886,0.330438007674063,0.35251022517866,0.355393337532886,0.330438007674063,0.35251022517866
-1,0,1,0.414096657075103,0.506733162576174,0.580566335318654,0.414096657075103,0.506733162576174,0.580566335318654
-1,-1,0,0.301691925757135,0.209680488201035,0.488661643530162,0.301691925757135,0.209680488201035,0.488661643530162
1,1,1,0.763496171186279,0.715627924513058,0.651912827548478,0.763496171186279,0.715627924513058,0.651912827548478
1,1,1,0.591813559848545,0.717369419972044,0.675535760091411,0.591813559848545,0.717369419972044,0.675535760091411
-1,-1,-1,0.439792610895563,0.267387402924263,0.490063317138122,0.439792610895563,0.267387402924263,0.490063317138122
-1,1,1,0.541509321461224,0.630301955917981,1,0.541509321461224,0.630301955917981,0.75
-1,-1,-1,0.306653889808905,0,0.319753391310484,0.306653889808905,0.25,0.319753391310484
1,1,1,1,1,1,0.75,0.75,0.75
1,1,1,1,0.553650121272162,1,0.75,0.553650121272162,0.75
1,1,1,0.698679928096863,0.63878275698312,1,0.698679928096863,0.63878275698312,0.75
-1,-1,-1,0,0,0.418060581882427,0.25,0.25,0.418060581882427
-1,-1,-1,0.382241679772177,0.376772899702805,0.536726077092003,0.382241679772177,0.376772899702805,0.536726077092003
1,1,1,1,0.634006457063882,1,0.75,0.634006457063882,0.75
-1,-1,-1,0.398022840468884,0.31971434158778,0.355561766349916,0.398022840468884,0.31971434158778,0.355561766349916
-1,-1,-1,0,0.40276286927708,0,0.25,0.40276286927708,0.25
-1,-1,-1,0.333013246948574,0,0.487108817264705,0.333013246948574,0.25,0.487108817264705
1,1,1,0.805669857798679,1,0.737290219907407,0.805669857798679,0.75,0.737290219907407
1,1,1,0.774956406114225,1,1,0.774956406114225,0.75,0.75
1,1,0,0.789044509041489,0.650707078366273,0.671408123630273,0.789044509041489,0.650707078366273,0.671408123630273
1,1,1,0.728901697888603,0.668823540739885,1,0.728901697888603,0.668823540739885,0.75
1,1,1,0.59770153065455,0.682259859811678,0.705346670502578,0.59770153065455,0.682259859811678,0.705346670502578
1,1,1,0.642177159856718,1,0.643080389822848,0.642177159856718,0.75,0.643080389822848
1,1,0,0.75747098048901,0.8345802613113,0.604136135130874,0.75747098048901,0.8345802613113,0.604136135130874
-1,-1,-1,0.201969874449376,0.253093950737095,0.294949187874577,0.201969874449376,0.253093950737095,0.294949187874577
1,1,1,0.833857499186639,0.691941912526848,0.72372864684088,0.833857499186639,0.691941912526848,0.72372864684088
1,1,1,0.637526164311879,0.668828028528099,0.522346352212776,0.637526164311879,0.668828028528099,0.522346352212776
1,1,1,1,1,0.569328787485288,0.75,0.75,0.569328787485288
1,1,1,1,1,0.726507883144983,0.75,0.75,0.726507883144983
1,1,-1,1,0.498420684835779,0.440857479823324,0.75,0.498420684835779,0.440857479823324
-1,-1,-1,0,0,0.401081759730131,0.25,0.25,0.401081759730131
1,0,-1,0.70165073594089,0.467228755444169,0.407766367960207,0.70165073594089,0.467228755444169,0.407766367960207
1,1,1,1,1,0.675573426430934,0.75,0.75,0.675573426430934
-1,-1,-1,0,0.269909021855471,0,0.25,0.269909021855471,0.25
-1,-1,-1,0.291707433277465,0,0.418950732835784,0.291707433277465,0.25,0.418950732835784
-1,-1,-1,0.288256062165919,0.265303919774377,0,0.288256062165919,0.265303919774377,0.25
1,1,0,0.727217722260174,0.608426704436648,0.519361609883199,0.727217722260174,0.608426704436648,0.519361609883199
-1,-1,-1,0,0,0,0.25,0.25,0.25
-1,0,-1,0.25028743891923,0.288423061532305,0,0.25028743891923,0.288423061532305,0.25
1,0,1,0.737567875923241,0.548519119923273,0.660399316135148,0.737567875923241,0.548519119923273,0.660399316135148
-1,-1,-1,0,0.33900798654897,0,0.25,0.33900798654897,0.25
1,1,1,0.696546373980002,0.694044708902323,1,0.696546373980002,0.694044708902323,0.75
1,1,1,1,1,0.783174865646962,0.75,0.75,0.783174865646962
1,1,1,0.735388148828663,1,0.396156071221958,0.735388148828663,0.75,0.396156071221958
1,1,1,0.690549777944841,0.723889337533359,0.619794758714274,0.690549777944841,0.723889337533359,0.619794758714274
1,1,1,1,0.670038204461204,0.712225888347325,0.75,0.670038204461204,0.712225888347325
1,1,1,1,0.616885283960649,0.730239664076633,0.75,0.616885283960649,0.730239664076633
1,1,1,1,1,0.631576669378993,0.75,0.75,0.631576669378993
-1,-1,1,0.467724241639857,0.602886986621381,0.524327113718461,0.467724241639857,0.602886986621381,0.524327113718461
0,1,1,0.753116139299303,0.781978980490147,0.755917341720993,0.753116139299303,0.781978980490147,0.755917341720993
-1,-1,-1,0.404553511639816,0.410838908408336,0.496889411223669,0.404553511639816,0.410838908408336,0.496889411223669
1,1,1,0.663805822043482,0.647809632532461,0.601091559235909,0.663805822043482,0.647809632532461,0.601091559235909
1,1,1,0.863958153897864,1,0.687468307359454,0.863958153897864,0.75,0.687468307359454
1,1,1,1,0.628791203118144,0.558252765236365,0.75,0.628791203118144,0.558252765236365
1,1,1,0.672642099744635,0.639798134039431,0.582860522399215,0.672642099744635,0.639798134039431,0.582860522399215
-1,-1,-1,0,0,0,0.25,0.25,0.25
1,1,0,1,1,1,0.75,0.75,0.75
1,1,1,1,1,1,0.75,0.75,0.75
1,-1,-1,1,0,0,0.75,0.25,0.25
1,1,1,1,1,1,0.75,0.75,0.75
-1,-1,-1,0,0,0,0.25,0.25,0.25
0,1,1,1,1,1,0.75,0.75,0.75
0,-1,-1,0.486411569749925,0.432430848856229,0,0.486411569749925,0.432430848856229,0.25
1,1,1,0.664211145256665,0.781710327255355,0.648682373213702,0.664211145256665,0.781710327255355,0.648682373213702
-1,1,1,0.517067271994399,0.652629073089161,0.841058102156705,0.517067271994399,0.652629073089161,0.841058102156705
1,1,1,1,0.888181033552703,1,0.75,0.888181033552703,0.75
1,0,1,0.715104700480797,0.554756138699104,0.805983834337222,0.715104700480797,0.554756138699104,0.805983834337222
-1,0,-1,0.176559372641664,0.450194546123072,0.813706860669236,0.176559372641664,0.450194546123072,0.813706860669236
1,1,1,0.695407298868996,0.651938798055678,0.647853181356285,0.695407298868996,0.651938798055678,0.647853181356285
1,1,1,0.745648687761568,1,0.747417856449938,0.745648687761568,0.75,0.747417856449938
0,0,1,0.644550276003896,1,0.592998198325502,0.644550276003896,0.75,0.592998198325502
-1,1,1,0.556574222168573,0.580073709857594,0.580678755462244,0.556574222168573,0.580073709857594,0.580678755462244
1,1,1,0.541175291693545,0.526126366302319,0.591054263324349,0.541175291693545,0.526126366302319,0.591054263324349
-1,-1,-1,0.4997267929644,0.375293499587224,0.334101590504766,0.4997267929644,0.375293499587224,0.334101590504766
1,1,1,0.642046282798834,0.672538703554093,0.656488760743153,0.642046282798834,0.672538703554093,0.656488760743153
1,1,1,0.578691922802001,0.514923940065498,0.549701479237213,0.578691922802001,0.514923940065498,0.549701479237213
-1,-1,-1,0.48687033820374,0.340590846994536,0.379819308257105,0.48687033820374,0.340590846994536,0.379819308257105
0,-1,-1,0.425080685501278,0.389683275584403,0.381790715240253,0.425080685501278,0.389683275584403,0.381790715240253
